price
120.0
118.0
212.0
272.0
344.0
74.0
415.0
89.0
82.0
700.0
196.0
407.0
123.0
96.0
301.0
258.0
273.0
246.0
75.0
209.0
360.0
78.0
254.0
492.0
76.0
417.0
125.0
259.0
155.0
413.0
323.0
324.0
299.0
632.0
170.0
760.0
1500.0
592.0
125.0
127.0
238.0
175.0
252.0
707.0
283.0
142.0
78.0
94.0
249.0
279.0
248.0
177.0
59.0
135.0
94.0
686.0
276.0
325.0
292.0
420.0
98.0
270.0
386.0
89.0
302.0
189.0
52.0
83.0
122.0
70.0
60.0
52.0
245.0
295.0
99.0
379.0
231.0
175.0
242.0
82.0
159.0
475.0
120.0
227.0
181.0
40.0
215.0
121.0
78.0
703.0
77.0
215.0
165.0
80.0
546.0
89.0
305.0
89.0
289.0
141.0
77.0
120.0
223.0
150.0
110.0
257.0
222.0
341.0
184.0
233.0
130.0
446.0
336.0
450.0
51.0
55.0
68.0
145.0
615.0
366.0
130.0
333.0
123.0
235.0
188.0
356.0
116.0
182.0
79.0
45.0
81.0
239.0
177.0
130.0
57.0
379.0
336.0
322.0
67.0
75.0
77.0
275.0
144.0
255.0
281.0
390.0
120.0
104.0
135.0
104.0
118.0
401.0
256.0
149.0
383.0
270.0
192.0
92.0
240.0
547.0
261.0
344.0
270.0
84.0
170.0
75.0
294.0
302.0
214.0
377.0
493.0
215.0
167.0
212.0
209.0
185.0
96.0
121.0
425.0
192.0
216.0
134.0
53.0
81.0
309.0
113.0
235.0
150.0
254.0
149.0
144.0
101.0
265.0
143.0
420.0
165.0
313.0
507.0
255.0
494.0
136.0
290.0
276.0
100.0
192.0
71.0
225.0
200.0
179.0
283.0
67.0
434.0
557.0
267.0
318.0
116.0
91.0
75.0
113.0
71.0
100.0
1166.0
241.0
65.0
351.0
477.0
95.0
104.0
333.0
77.0
228.0
229.0
874.0
304.0
239.0
252.0
139.0
256.0
400.0
92.0
315.0
185.0
170.0
66.0
287.0
55.0
329.0
1030.0
84.0
567.0
283.0
427.0
70.0
373.0
232.0
265.0
596.0
329.0
179.0
75.0
72.0
96.0
77.0
100.0
135.0
445.0
228.0
215.0
131.0
313.0
70.0
102.0
327.0
123.0
164.0
287.0
232.0
150.0
264.0
152.0
380.0
114.0
75.0
135.0
263.0
131.0
250.0
380.0
78.0
105.0
92.0
180.0
273.0
273.0
502.0
318.0
698.0
248.0
78.0
220.0
271.0
255.0
50.0
65.0
232.0
95.0
260.0
177.0
364.0
105.0
92.0
108.0
571.0
93.0
150.0
271.0
706.0
147.0
227.0
371.0
523.0
57.0
37.0
481.0
672.0
251.0
458.0
337.0
100.0
114.0
141.0
201.0
213.0
245.0
33.0
222.0
92.0
110.0
76.0
148.0
75.0
400.0
243.0
107.0
108.0
110.0
322.0
278.0
194.0
292.0
265.0
80.0
807.0
135.0
134.0
225.0
221.0
111.0
386.0
358.0
159.0
90.0
113.0
250.0
317.0
447.0
132.0
113.0
124.0
462.0
147.0
311.0
707.0
87.0
324.0
246.0
150.0
76.0
75.0
199.0
346.0
296.0
419.0
141.0
207.0
228.0
242.0
315.0
998.0
129.0
391.0
78.0
555.0
300.0
364.0
70.0
429.0
81.0
153.0
85.0
593.0
377.0
175.0
260.0
189.0
196.0
294.0
59.0
725.0
395.0
78.0
334.0
36.0
72.0
132.0
214.0
68.0
60.0
375.0
80.0
97.0
61.0
150.0
178.0
256.0
111.0
130.0
161.0
275.0
66.0
153.0
205.0
225.0
112.0
261.0
80.0
361.0
361.0
52.0
1025.0
103.0
243.0
108.0
74.0
209.0
204.0
146.0
119.0
328.0
171.0
272.0
247.0
174.0
226.0
80.0
279.0
278.0
119.0
321.0
229.0
340.0
169.0
323.0
354.0
419.0
220.0
450.0
358.0
276.0
77.0
156.0
74.0
681.0
268.0
97.0
99.0
506.0
600.0
99.0
222.0
302.0
238.0
77.0
153.0
121.0
65.0
85.0
332.0
329.0
75.0
218.0
360.0
173.0
85.0
294.0
476.0
297.0
88.0
233.0
113.0
383.0
803.0
191.0
356.0
356.0
688.0
225.0
65.0
229.0
77.0
130.0
346.0
133.0
359.0
190.0
341.0
77.0
75.0
165.0
61.0
105.0
209.0
341.0
248.0
278.0
200.0
162.0
265.0
102.0
81.0
155.0
312.0
131.0
195.0
274.0
73.0
70.0
75.0
229.0
270.0
92.0
120.0
59.0
362.0
427.0
358.0
85.0
130.0
175.0
258.0
89.0
73.0
201.0
249.0
248.0
288.0
227.0
77.0
291.0
117.0
125.0
131.0
245.0
265.0
441.0
355.0
71.0
121.0
75.0
363.0
112.0
1123.0
65.0
195.0
68.0
828.0
291.0
372.0
480.0
83.0
315.0
160.0
251.0
351.0
332.0
77.0
104.0
44.0
548.0
120.0
118.0
335.0
240.0
102.0
1486.0
246.0
170.0
56.0
177.0
167.0
76.0
352.0
210.0
80.0
361.0
196.0
79.0
270.0
57.0
381.0
819.0
604.0
82.0
85.0
79.0
342.0
1166.0
151.0
295.0
685.0
314.0
271.0
78.0
76.0
179.0
93.0
419.0
648.0
76.0
126.0
354.0
84.0
129.0
139.0
496.0
67.0
213.0
97.0
364.0
111.0
381.0
507.0
82.0
86.0
90.0
372.0
78.0
110.0
78.0
415.0
91.0
505.0
864.0
342.0
466.0
336.0
383.0
155.0
705.0
90.0
300.0
99.0
471.0
486.0
400.0
75.0
80.0
193.0
108.0
522.0
119.0
54.0
309.0
90.0
257.0
255.0
210.0
253.0
273.0
375.0
167.0
130.0
143.0
231.0
171.0
383.0
60.0
268.0
128.0
301.0
106.0
60.0
436.0
617.0
325.0
456.0
129.0
59.0
177.0
324.0
105.0
465.0
83.0
200.0
390.0
151.0
112.0
138.0
322.0
354.0
141.0
85.0
207.0
601.0
165.0
425.0
63.0
79.0
293.0
299.0
174.0
200.0
381.0
265.0
92.0
907.0
384.0
48.0
105.0
239.0
236.0
84.0
115.0
82.0
251.0
724.0
144.0
333.0
255.0
174.0
351.0
213.0
126.0
148.0
75.0
448.0
352.0
113.0
211.0
104.0
53.0
281.0
83.0
95.0
248.0
576.0
73.0
322.0
92.0
95.0
416.0
108.0
477.0
363.0
405.0
234.0
181.0
390.0
340.0
229.0
81.0
250.0
128.0
92.0
424.0
109.0
90.0
545.0
263.0
278.0
178.0
318.0
781.0
304.0
341.0
145.0
140.0
281.0
77.0
132.0
315.0
77.0
176.0
274.0
100.0
261.0
72.0
409.0
130.0
170.0
94.0
100.0
158.0
175.0
100.0
57.0
172.0
70.0
150.0
322.0
525.0
234.0
98.0
175.0
136.0
66.0
99.0
118.0
129.0
77.0
322.0
176.0
80.0
