listing_id,host_is_superhost,host_listings_count,host_total_listings_count,neighbourhood_cleansed,latitude,longitude,accommodates,bedrooms,beds,price,minimum_nights,maximum_nights,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,bath_qty,is_shared_bath,room_type_Hotel room,room_type_Private room,has_smoke_alarm,has_carbon_monoxide_alarm,has_wifi,has_hot_water,has_hangers,has_essentials,has_bed_linens,has_kitchen,has_hair_dryer,has_refrigerator,amenities_count,property_type_Hotel_B_and_B,property_type_House,property_type_Other_Unique,has_license,has_review,occupancy_rate
773279975771551581,0,118,193,East Cambridge,42.36909,-71.07387,6,2.0,3.0,318.0,4,365,4.7,4.76,4.7,4.81,4.89,4.86,4.51,0,3,2.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,42,0,0,0,0,1,0.9643835616438357
773338595139420519,0,6,6,Wellington-Harrington,42.37199,-71.09561,4,1.0,2.0,90.0,1,365,4.73,4.76,4.66,4.86,4.86,4.81,4.64,1,5,1.0,1.0,False,True,1,1,1,1,1,1,1,1,1,1,35,0,0,0,1,1,0.9013698630136986
775259444004817072,0,5143,5933,East Cambridge,42.3707006,-71.074685,2,1.0,1.0,416.0,32,1125,4.86,4.89,4.87,4.95,4.945,4.93,4.72,1,169,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,34,0,0,0,0,0,0.9863013698630136
775259755847058465,0,5143,5933,East Cambridge,42.370595,-71.074224,2,1.0,1.0,351.0,32,1125,5.0,5.0,5.0,5.0,4.0,5.0,3.0,1,169,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,34,0,0,0,0,1,0.0767123287671232
776129938479764291,0,169,234,East Cambridge,42.36921,-71.0802,3,2.0,2.0,278.0,4,365,4.86,4.89,4.87,4.95,4.945,4.93,4.72,0,83,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,33,0,0,0,0,0,0.1945205479452054
777425697740544030,0,5143,5933,East Cambridge,42.36624,-71.084097,4,2.0,2.0,325.0,32,1125,4.86,4.89,4.87,4.95,4.945,4.93,4.72,1,169,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,34,0,0,0,0,0,0.663013698630137
778274068943787674,0,169,234,East Cambridge,42.36904,-71.07911,2,1.0,1.0,94.0,30,365,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,83,1.0,1.0,False,True,1,1,1,1,1,1,1,1,1,1,37,0,0,0,0,1,0.9643835616438357
785671554298881212,0,6,6,The Port,42.36619766214012,-71.09666758363969,2,1.0,1.0,80.0,1,365,4.6,4.71,4.63,4.77,4.81,4.78,4.56,1,5,1.0,1.0,False,True,1,1,1,1,1,1,1,1,1,1,29,0,0,0,0,1,0.8849315068493151
785766126951688904,0,118,193,East Cambridge,42.37135923553282,-71.07545867832205,5,2.0,3.0,512.0,1,365,4.64,4.7,4.69,4.7,4.7,4.76,4.36,0,3,2.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,42,0,0,0,1,1,0.9397260273972604
786908960517378314,1,1,1,Mid-Cambridge,42.36954,-71.10922,2,1.0,1.0,190.0,1,16,4.94,4.96,4.96,4.98,5.0,4.95,4.8,0,1,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,42,0,0,1,0,1,0.3945205479452054
791095774067370869,0,5143,5933,Cambridge Highlands,42.39122950000001,-71.14578879999999,4,2.0,2.0,290.0,32,1125,5.0,5.0,5.0,5.0,4.67,5.0,4.67,1,169,2.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,32,0,0,0,0,1,0.2465753424657534
794831012886639062,0,8,25,The Port,42.36911175068031,-71.09618205265802,1,1.0,1.0,90.0,2,365,4.2,4.2,4.0,4.2,4.6,4.2,3.8,0,7,1.0,1.0,False,True,1,1,1,0,1,1,0,1,1,0,14,0,0,0,0,1,0.936986301369863
801526881045192241,0,1,2,North Cambridge,42.39041859634001,-71.1225242837107,1,1.0,1.0,110.0,30,120,4.86,4.89,4.87,4.95,4.945,4.93,4.72,0,1,1.0,1.0,False,True,1,0,1,0,0,0,0,1,0,0,9,0,1,0,0,0,1.0
810038943050476078,1,1,1,Neighborhood Nine,42.3857191,-71.1345152,4,2.0,2.0,243.0,2,14,4.99,5.0,5.0,5.0,5.0,4.99,4.92,0,1,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,51,0,0,0,1,1,0.4
810959250776267721,1,2,4,North Cambridge,42.394224,-71.12835299999999,6,3.0,3.0,185.0,31,365,4.9,5.0,4.4,5.0,5.0,5.0,4.7,0,2,2.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,68,0,0,0,0,1,0.1589041095890411
817248146733376123,0,1,6,Riverside,42.36815,-71.11035,8,4.0,6.0,648.0,5,10,5.0,5.0,5.0,5.0,5.0,5.0,4.57,0,1,3.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,53,0,1,0,0,1,0.0712328767123287
821895641723578183,0,23,24,North Cambridge,42.39369837051154,-71.12528914977544,2,1.0,1.0,90.0,14,54,4.91,4.73,4.82,4.86,4.91,4.91,4.82,1,23,1.0,0.0,False,True,0,0,1,0,0,0,0,1,0,0,7,1,0,0,0,1,0.7945205479452054
824640034907325536,0,15,22,Mid-Cambridge,42.37116935222927,-71.10487747277199,1,1.0,1.0,99.0,29,365,5.0,5.0,5.0,5.0,5.0,5.0,4.71,0,3,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,51,0,0,0,0,1,0.1287671232876712
825450630108095667,1,16,16,Mid-Cambridge,42.370427,-71.1013593,2,1.0,0.0,91.0,1,365,4.71,4.81,4.84,4.91,4.86,4.89,4.63,1,11,1.0,1.0,False,True,1,1,1,1,0,1,1,0,1,0,27,1,0,0,1,1,0.7178082191780822
828014380642849064,0,5143,5933,Cambridgeport,42.3566191,-71.1062769,2,1.0,1.0,290.0,32,1125,1.0,5.0,1.0,4.0,1.0,4.0,1.0,1,169,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,32,0,0,0,0,1,0.2547945205479452
830972032887751004,0,5143,5933,East Cambridge,42.373028,-71.0785923,2,1.0,1.0,278.0,32,1125,5.0,4.5,5.0,5.0,5.0,5.0,3.5,1,169,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,33,0,0,0,0,1,0.347945205479452
831932276887004558,0,169,234,Mid-Cambridge,42.37139972947399,-71.11264690650333,6,2.0,3.0,252.0,30,365,5.0,5.0,5.0,5.0,5.0,5.0,4.75,0,83,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,41,0,0,0,0,1,0.9506849315068492
838318416540441521,0,5143,5933,East Cambridge,42.373028,-71.0785923,2,1.0,1.0,260.0,32,1125,4.86,4.89,4.87,4.95,4.945,4.93,4.72,1,169,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,32,0,0,0,0,0,0.2931506849315068
838434452653109023,0,1,1,Cambridgeport,42.3605313,-71.1064337,8,3.0,3.0,1500.0,1,365,5.0,4.98,4.98,4.98,4.98,4.96,4.72,0,1,2.5,0.0,False,False,1,1,1,1,1,1,1,1,1,1,58,0,1,0,0,1,0.8876712328767123
841164665014906054,0,5143,5933,Cambridgeport,42.36229,-71.1007134,2,1.0,1.0,294.0,32,1125,4.86,4.89,4.87,4.95,4.945,4.93,4.72,1,169,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,32,0,0,0,0,0,0.3287671232876712
841777768042968655,0,5143,5933,Cambridgeport,42.36229,-71.1007134,2,1.0,1.0,294.0,32,1125,4.86,4.89,4.87,4.95,4.945,4.93,4.72,1,169,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,33,0,0,0,0,0,0.4164383561643835
843249477676142287,0,5143,5933,East Cambridge,42.370595,-71.074224,2,1.0,1.0,304.0,32,1125,4.86,4.89,4.87,4.95,4.945,4.93,4.72,1,169,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,34,0,0,0,0,0,0.3342465753424657
843249807094408605,0,5143,5933,East Cambridge,42.3707006,-71.074685,2,1.0,1.0,307.0,32,1125,4.0,4.0,5.0,5.0,5.0,5.0,4.0,1,169,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,34,0,0,0,0,1,0.4821917808219178
844342834369735120,0,1,1,Riverside,42.36471,-71.11471,3,2.0,2.0,446.0,2,365,5.0,5.0,5.0,5.0,4.67,5.0,4.83,0,1,2.0,0.0,False,False,1,1,1,1,1,1,1,1,0,1,61,0,0,0,0,1,0.1123287671232876
848589438104752605,0,169,234,Mid-Cambridge,42.37199,-71.11074,2,1.0,1.0,177.0,30,365,5.0,5.0,4.5,4.5,5.0,5.0,5.0,0,83,1.0,1.0,False,True,1,1,1,1,1,1,1,1,1,1,40,0,0,0,0,1,0.9506849315068492
857003069429605041,0,5143,5933,East Cambridge,42.3707006,-71.074685,4,2.0,2.0,436.0,32,1125,1.0,2.0,2.0,4.0,2.0,4.0,1.0,1,169,2.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,34,0,0,0,0,1,0.4082191780821917
857305605360993614,0,169,234,Wellington-Harrington,42.37219776417947,-71.09086240621401,2,1.0,1.0,96.0,30,365,4.86,4.89,4.87,4.95,4.945,4.93,4.72,0,83,1.0,1.0,False,True,1,1,1,1,1,1,1,1,1,1,37,0,0,0,0,0,0.673972602739726
857499016038024984,0,31,42,Wellington-Harrington,42.36799219997962,-71.09066843888034,2,1.0,1.0,75.0,30,365,4.5,4.63,4.38,4.63,4.88,5.0,4.25,1,20,2.0,1.0,False,True,1,1,1,1,1,0,1,1,1,1,29,0,1,0,0,1,0.7945205479452054
858775905168709024,0,169,234,Wellington-Harrington,42.37209,-71.09069,2,1.0,1.0,95.0,30,365,5.0,4.0,4.0,5.0,4.5,4.5,4.5,0,83,1.0,1.0,False,True,1,1,1,1,1,1,1,1,1,1,37,0,0,0,0,1,0.673972602739726
859330642885797356,0,7,8,Cambridgeport,42.36272448218725,-71.10364953809813,4,1.0,2.0,241.0,2,32,4.95,4.96,4.93,4.95,4.96,5.0,4.81,1,1,2.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,46,0,0,0,1,1,0.0054794520547945
861332024970563160,0,5143,5933,East Cambridge,42.373028,-71.0785923,2,1.0,1.0,266.0,32,1125,4.86,4.89,4.87,4.95,4.945,4.93,4.72,1,169,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,33,0,0,0,0,0,0.6575342465753424
863179731043996638,0,169,234,Mid-Cambridge,42.37301575406707,-71.1127755945934,2,1.0,1.0,152.0,30,365,5.0,5.0,4.67,4.67,5.0,5.0,4.33,0,83,1.0,1.0,False,True,1,1,1,1,1,1,1,1,1,1,34,0,0,0,0,1,0.3013698630136986
863789008478115840,0,169,234,Mid-Cambridge,42.37357,-71.11125,2,1.0,1.0,92.0,3,365,4.86,4.89,4.87,4.95,4.945,4.93,4.72,0,83,1.0,1.0,False,True,1,1,1,1,1,1,1,1,1,1,37,0,0,0,0,0,0.2410958904109589
863857193342827363,0,169,234,Mid-Cambridge,42.37346038488479,-71.11109774782895,2,1.0,1.0,181.0,30,365,5.0,4.67,5.0,5.0,4.67,5.0,5.0,0,83,1.0,1.0,False,True,1,1,1,1,1,1,1,1,1,1,35,0,0,0,0,1,0.2712328767123287
864667348137959644,1,4,4,Wellington-Harrington,42.3683768,-71.0914493,7,3.0,3.0,359.0,2,1125,4.96,4.93,4.99,4.99,5.0,4.91,4.83,0,3,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,63,0,0,0,1,1,0.9315068493150684
869149757151364528,0,31,42,East Cambridge,42.36973,-71.08375,1,1.0,1.0,59.0,30,365,4.83,4.83,4.83,5.0,5.0,4.67,4.5,1,20,3.0,1.0,False,True,1,1,1,1,1,0,1,1,1,1,31,0,1,0,0,1,0.7643835616438356
869155942899961300,0,31,42,East Cambridge,42.368589451949134,-71.08368719427932,1,1.0,1.0,57.0,30,365,4.86,5.0,4.29,5.0,5.0,4.86,4.71,1,20,3.0,1.0,False,True,1,1,1,1,1,0,1,1,1,1,33,0,1,0,0,1,0.7013698630136986
871041683573679176,0,31,42,Wellington-Harrington,42.37027,-71.08964,2,1.0,1.0,74.0,30,365,4.77,4.62,4.62,4.92,5.0,4.92,4.69,1,20,2.0,1.0,False,True,1,1,1,1,1,0,1,1,1,1,27,0,1,0,0,1,0.6575342465753424
871115591144416347,0,3,7,North Cambridge,42.389881440440405,-71.12277996100747,1,0.0,1.0,130.0,30,365,2.75,3.0,4.5,4.5,3.25,4.0,3.25,0,2,1.0,0.0,False,False,1,1,1,1,0,0,1,1,0,1,17,0,0,0,0,1,0.7726027397260274
875356456027741353,0,1,1,Wellington-Harrington,42.37408027265782,-71.09550633642222,2,1.0,1.0,153.0,1,1125,5.0,5.0,5.0,5.0,5.0,4.8,5.0,0,1,2.5,0.0,False,True,1,1,1,1,1,1,1,1,0,1,59,0,0,0,0,1,0.7315068493150685
876412131220574573,1,3,9,Cambridgeport,42.360533875098575,-71.1105714095178,6,3.0,4.0,548.0,4,60,4.97,4.94,5.0,5.0,4.97,5.0,4.86,1,1,2.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,44,0,1,0,1,1,0.4821917808219178
877095135477780338,0,31,42,East Cambridge,42.3685,-71.08232,1,1.0,1.0,59.0,30,365,4.5,4.83,4.33,5.0,4.83,5.0,4.5,1,20,3.0,0.0,False,True,1,1,1,1,1,0,1,1,1,1,31,0,1,0,0,1,0.8273972602739726
879943149311390458,0,6,6,The Port,42.37036824414339,-71.09752015039251,2,1.0,2.0,85.0,1,365,4.64,4.75,4.65,4.9,4.89,4.81,4.62,1,5,1.5,1.0,False,True,1,1,1,1,1,1,1,0,1,1,27,0,1,0,0,1,0.6383561643835617
881080600879979804,0,31,42,East Cambridge,42.36851055855416,-71.08383824975019,1,1.0,1.0,61.0,30,365,4.5,4.5,4.75,4.88,4.88,4.88,4.38,1,20,1.0,0.0,False,True,1,1,1,1,1,1,1,1,1,1,33,0,1,0,0,1,0.7917808219178082
884085118462269211,0,169,234,East Cambridge,42.37225021329599,-71.08596889785468,2,1.0,1.0,100.0,15,365,4.86,4.89,4.87,4.95,4.945,4.93,4.72,0,83,1.0,1.0,False,True,1,1,1,1,1,1,1,1,1,1,36,0,0,0,0,0,0.2410958904109589
889777551432433232,0,1,1,Mid-Cambridge,42.3759528,-71.1093738,6,3.0,3.0,400.0,32,200,4.91,4.91,4.94,4.97,4.88,5.0,4.67,0,1,3.5,0.0,False,False,1,0,1,1,1,1,1,1,1,1,46,0,1,0,0,1,0.3260273972602739
898743835070344633,0,5,6,The Port,42.36491494878658,-71.10250436942775,2,1.0,1.0,212.0,2,365,4.74,4.9,4.77,4.61,4.9,4.97,4.58,1,1,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,41,0,0,0,0,1,0.7150684931506849
899055640620536833,0,5143,5933,East Cambridge,42.370595,-71.074224,4,2.0,2.0,430.0,32,1125,4.86,4.89,4.87,4.95,4.945,4.93,4.72,1,169,2.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,35,0,0,0,0,0,0.0
899165085303054005,0,50,71,Neighborhood Nine,42.388498061965294,-71.12075978498602,1,1.0,1.0,77.0,29,180,4.8,5.0,4.4,5.0,5.0,4.8,5.0,0,7,1.0,1.0,False,True,1,1,1,1,1,0,1,1,1,1,39,0,1,0,0,1,0.2821917808219178
900035813579443874,0,1,2,Wellington-Harrington,42.37413124235291,-71.09847267853758,7,3.0,4.0,645.0,3,40,5.0,5.0,5.0,5.0,5.0,5.0,4.85,0,1,2.5,0.0,False,False,1,1,1,0,0,1,1,1,0,0,31,0,1,0,0,1,0.0657534246575342
907107188870037315,1,1,1,Cambridgeport,42.363306560947706,-71.1064523196804,5,2.0,2.0,290.0,1,365,4.97,4.96,4.98,4.98,5.0,4.97,4.8,0,1,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,34,0,0,0,1,1,0.136986301369863
907922146510569453,0,169,234,Mid-Cambridge,42.37189946110058,-71.11113427584401,2,1.0,1.0,132.0,30,365,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,83,1.0,1.0,False,True,1,1,1,1,1,1,1,1,1,1,42,0,0,0,0,1,0.9808219178082191
912225774852108276,0,169,234,East Cambridge,42.37180727200435,-71.08338295019232,8,3.0,4.0,314.0,30,365,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,83,2.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,37,0,0,0,0,1,0.7424657534246575
912260040502294810,0,169,234,East Cambridge,42.36847359631045,-71.08202945139209,4,2.0,2.0,203.0,4,365,4.57,4.68,4.53,4.87,4.77,4.85,4.4,0,83,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,32,0,0,0,0,1,0.9013698630136986
913139088938753121,0,1317,1695,Area 2/MIT,42.35367,-71.10516,4,1.0,1.0,874.0,1,365,4.86,4.89,4.87,4.95,4.945,4.93,4.72,1,1,1.0,0.0,False,True,1,1,1,1,0,1,1,0,1,0,26,1,0,0,0,0,1.0
914526512928239735,1,262,1126,East Cambridge,42.3643485823804,-71.08208549215917,3,1.0,1.0,195.0,30,270,4.86,4.89,4.87,4.95,4.945,4.93,4.72,1,12,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,40,0,0,0,0,0,0.8027397260273973
918749466220965200,1,3,5,West Cambridge,42.3743,-71.13391,6,3.0,4.0,341.0,2,180,4.81,4.92,5.0,4.96,5.0,5.0,4.65,0,2,2.5,0.0,False,False,1,1,1,1,1,1,1,1,1,1,68,0,0,0,1,1,0.4246575342465753
919434524468768915,0,15,22,Mid-Cambridge,42.37105,-71.10434,1,1.0,1.0,68.0,91,365,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,3,1.0,0.0,False,True,1,1,1,1,1,1,1,1,1,1,46,0,0,0,0,1,0.4986301369863014
919709567989940145,0,38,75,East Cambridge,42.37052,-71.07249,5,2.0,3.0,998.0,29,365,4.86,4.89,4.87,4.95,4.945,4.93,4.72,0,2,2.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,42,0,0,0,1,0,1.0
919736081970491426,0,38,75,East Cambridge,42.37097,-71.07292,5,2.0,3.0,998.0,4,365,4.86,4.89,4.87,4.95,4.945,4.93,4.72,0,2,2.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,40,0,0,0,1,0,0.9561643835616438
919781632888020415,0,116,206,Riverside,42.36556,-71.10916,8,3.0,5.0,361.0,2,1125,4.94,4.97,4.97,4.85,4.97,4.82,4.79,0,10,3.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,67,0,0,0,1,1,0.958904109589041
919789980234899287,0,25,86,Riverside,42.36447,-71.10935,8,3.0,5.0,402.0,2,1125,4.5,4.8,4.5,4.5,4.5,4.8,4.3,0,6,3.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,66,0,0,0,1,1,0.958904109589041
923317061110084218,1,3,6,The Port,42.36615,-71.09774,8,4.0,4.0,375.0,5,30,4.98,4.96,5.0,5.0,4.99,4.97,4.87,0,3,2.5,0.0,False,False,1,1,1,1,1,1,1,1,1,1,48,0,0,0,1,1,0.2246575342465753
932719108839611144,1,262,1126,East Cambridge,42.36272,-71.08263,3,1.0,1.0,223.0,30,270,4.86,4.89,4.87,4.95,4.945,4.93,4.72,1,12,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,40,0,0,0,0,0,0.7643835616438356
939400078868290225,1,2,2,Cambridgeport,42.36152,-71.10843,3,1.0,1.0,248.0,2,1125,4.85,4.85,4.93,4.91,4.87,4.93,4.47,0,1,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,0,31,0,1,0,1,1,0.8767123287671232
946460026402767141,0,1,1,North Cambridge,42.39609919999999,-71.1361411,2,2.0,1.0,196.0,91,91,4.86,4.89,4.87,4.95,4.945,4.93,4.72,0,1,1.0,0.0,False,False,1,1,1,0,0,0,0,1,0,0,9,0,0,0,0,0,0.9808219178082191
947111916947155717,1,41,51,East Cambridge,42.36206,-71.08106,6,2.0,5.0,547.0,2,90,4.96,4.87,4.98,5.0,4.96,4.98,4.91,1,33,2.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,86,0,0,0,0,1,0.4383561643835616
947676023734990025,0,5143,5933,East Cambridge,42.370595,-71.074224,4,2.0,2.0,374.0,32,1125,4.86,4.89,4.87,4.95,4.945,4.93,4.72,1,169,2.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,34,0,0,0,0,0,0.3945205479452054
948559086938190912,0,183,251,Area 2/MIT,42.363145,-71.0878918,3,1.0,2.0,250.0,29,365,5.0,5.0,5.0,5.0,5.0,5.0,1.0,0,14,1.0,0.0,False,False,1,1,1,1,1,1,0,1,1,0,23,0,0,0,0,1,0.7342465753424657
949475573742371181,1,1,1,The Port,42.36667,-71.09878,8,4.0,4.0,492.0,1,365,4.99,4.98,4.98,4.99,4.99,4.95,4.96,0,1,2.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,49,0,1,0,1,1,0.726027397260274
950040956803495172,1,262,1126,East Cambridge,42.36477609975511,-71.08204761294638,3,1.0,1.0,245.0,30,270,4.5,4.5,5.0,5.0,4.0,5.0,4.0,1,12,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,40,0,0,0,0,1,0.9534246575342464
952440498873698321,0,52,65,Riverside,42.36401918036752,-71.1121397236356,3,1.0,2.0,93.0,26,365,4.67,4.83,4.5,4.83,5.0,5.0,4.83,0,16,2.0,0.0,False,True,1,1,1,1,0,0,0,1,0,0,17,0,0,0,1,1,0.7397260273972602
953800690094149002,0,116,206,East Cambridge,42.37116,-71.08077,6,0.0,1.0,342.0,2,1125,4.8,4.9,5.0,4.85,4.8,4.8,4.8,0,10,2.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,61,0,0,0,0,1,0.915068493150685
953807417127525686,0,25,86,East Cambridge,42.36904256054462,-71.08221971847759,6,0.0,1.0,278.0,2,1125,4.89,5.0,4.93,4.85,4.96,4.96,4.81,0,6,2.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,58,0,0,0,0,1,0.915068493150685
954346445825347560,1,41,51,The Port,42.363838,-71.100456,8,2.0,5.0,363.0,2,90,4.91,4.89,4.94,4.83,4.89,4.91,4.8,1,33,2.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,87,0,0,0,1,1,0.4246575342465753
955406406517539211,1,41,51,Area 2/MIT,42.36295,-71.0861,8,2.0,7.0,471.0,3,730,4.87,4.83,4.87,4.96,4.91,4.91,4.74,0,33,2.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,95,0,0,0,1,1,0.6712328767123288
956551081419985039,0,52,65,Riverside,42.365752066450725,-71.11364627174476,2,3.0,1.0,66.0,26,365,4.75,4.75,4.75,5.0,5.0,4.75,4.75,0,16,1.0,1.0,False,True,1,1,1,1,1,1,1,1,1,1,37,0,0,0,1,1,0.6054794520547945
957125777026757508,0,169,234,East Cambridge,42.36903622529982,-71.07977474022276,2,1.0,1.0,128.0,4,365,4.77,4.73,4.68,4.91,4.82,4.73,4.5,0,83,1.0,1.0,False,True,1,1,1,1,1,1,1,1,1,1,34,0,0,0,0,1,0.9232876712328768
958623369790316913,0,15,25,Mid-Cambridge,42.3734,-71.1047,2,0.0,1.0,76.0,1,25,4.53,4.63,4.26,4.92,4.7,4.78,4.46,1,8,3.0,1.0,False,True,1,1,1,1,1,1,0,1,1,1,26,0,1,0,1,1,0.1342465753424657
958846398471312812,0,169,234,East Cambridge,42.36695948771161,-71.0813077471462,2,1.0,1.0,128.0,4,365,4.67,4.83,4.72,4.89,5.0,4.83,4.61,0,83,1.0,1.0,False,True,1,1,1,1,1,1,1,1,1,1,29,0,0,0,0,1,0.9232876712328768
960953204862169845,0,52,65,Riverside,42.36429,-71.11169,2,1.0,1.0,59.0,26,365,4.5,5.0,4.0,5.0,5.0,4.5,4.5,0,16,1.0,1.0,False,True,1,1,1,1,1,1,1,1,0,1,31,0,0,0,0,1,0.7397260273972602
960960482667988473,0,169,234,Wellington-Harrington,42.3724402773444,-71.09089963213613,2,1.0,1.0,56.0,3,30,4.8,5.0,4.4,5.0,5.0,4.6,4.8,0,83,1.0,1.0,False,True,1,1,1,1,1,1,1,1,1,1,34,0,0,0,0,1,0.2191780821917808
963178772828618161,0,1,1,Cambridgeport,42.36183,-71.10415,4,1.0,2.0,292.0,2,32,4.97,4.97,4.97,4.89,4.97,4.92,4.75,0,1,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,47,0,0,0,1,1,0.3890410958904109
963523446371001048,0,5143,5933,Cambridgeport,42.3649409,-71.103909,4,2.0,2.0,328.0,32,1125,4.86,4.89,4.87,4.95,4.945,4.93,4.72,1,169,2.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,33,0,0,0,0,0,0.2328767123287671
965794269203671699,0,280,446,North Cambridge,42.39282,-71.13379,5,3.0,3.0,130.0,29,365,4.75,4.79,4.84,4.89,4.95,4.7,4.68,0,97,1.0,0.0,False,False,1,1,1,1,1,1,1,1,0,1,31,0,0,0,0,1,0.5671232876712329
967756760501396898,1,41,51,The Port,42.363754,-71.100307,8,2.0,6.0,593.0,2,90,4.66,4.59,4.8,4.61,4.66,4.95,4.59,1,33,2.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,70,0,0,0,0,1,0.5041095890410959
968257188281592322,1,41,51,The Port,42.36384,-71.10046,10,3.0,8.0,427.0,2,90,4.9,4.9,4.92,4.94,4.96,4.98,4.79,1,33,2.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,77,0,0,0,0,1,0.4520547945205479
968948922084936569,0,52,65,Cambridgeport,42.36051,-71.10563,3,1.0,2.0,97.0,30,365,4.88,4.88,4.5,4.88,4.88,5.0,4.38,0,16,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,37,0,0,0,0,1,0.7698630136986301
981842359269794208,0,169,234,Wellington-Harrington,42.37247,-71.08952,2,1.0,1.0,118.0,30,365,4.0,4.0,4.0,5.0,3.0,4.5,4.0,0,83,1.0,1.0,False,True,1,1,1,1,0,1,1,1,1,1,35,0,0,0,0,1,0.4904109589041096
981888613200043615,0,169,234,Wellington-Harrington,42.37204217094296,-71.09007637470957,2,1.0,1.0,114.0,30,365,5.0,5.0,4.5,5.0,5.0,4.5,5.0,0,83,1.0,1.0,False,True,1,1,1,1,1,1,1,1,1,1,36,0,0,0,0,1,0.4904109589041096
982009517665623926,0,169,234,Wellington-Harrington,42.37221932093733,-71.09062286927193,1,1.0,1.0,110.0,30,365,5.0,5.0,4.0,5.0,5.0,5.0,5.0,0,83,1.0,1.0,False,True,1,1,1,1,1,1,1,1,1,1,37,0,0,0,0,1,0.4904109589041096
982717638805134477,1,41,51,The Port,42.3637087,-71.10041489999999,6,1.0,4.0,356.0,30,90,4.88,4.86,4.93,4.74,4.88,4.83,4.62,1,33,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,82,0,0,0,1,1,0.4821917808219178
983442537658105697,0,10,11,Neighborhood Nine,42.38802976676119,-71.12027366368875,2,1.0,1.0,73.0,30,365,4.74,4.79,4.7,4.81,4.77,4.91,4.72,1,9,1.0,1.0,False,True,0,0,1,1,1,1,1,1,1,1,33,0,1,0,0,1,0.9397260273972604
983497357043285481,0,10,11,Neighborhood Nine,42.38795348088281,-71.12012637174917,2,1.0,1.0,75.0,30,365,4.69,4.74,4.62,4.84,4.74,4.88,4.71,1,9,1.0,0.0,False,True,0,0,1,1,1,1,1,1,1,1,26,0,1,0,0,1,0.9232876712328768
