id,host_is_superhost,host_listings_count,host_total_listings_count,neighbourhood_cleansed,latitude,longitude,property_type,accommodates,bedrooms,beds,price,minimum_nights,maximum_nights,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,bath_qty,is_shared_bath,room_type_Hotel room,room_type_Private room,has_smoke_alarm,has_carbon_monoxide_alarm,has_wifi,has_hot_water,has_hangers,has_essentials,has_bed_linens,has_kitchen,has_hair_dryer,has_refrigerator,amenities_count,property_type_clean,has_license,has_review
728505271218911191,0,23,24,North Cambridge,42.39367,-71.12739,Room in hotel,2,1.0,1.0,136.0,1,54,4.82,4.82,4.86,4.85,4.77,4.91,4.79,1,23,1.0,0.0,False,True,0,0,1,0,0,1,0,0,0,0,9,Hotel_B_and_B,1,1
729595939978103586,0,31,42,East Cambridge,42.37057,-71.08303,Private room in home,1,1.0,1.0,59.0,30,365,4.25,4.75,4.25,5.0,5.0,4.75,4.25,1,20,3.0,1.0,False,True,1,1,1,1,1,0,1,1,1,1,32,House,0,1
730278389522045849,0,5143,5933,North Cambridge,42.3983825,-71.133804,Entire rental unit,4,2.0,2.0,329.0,32,1125,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,169,2.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,33,Apartment,0,1
730342004988112602,1,16,16,Mid-Cambridge,42.37043,-71.10136,Private room in rental unit,3,1.0,0.0,142.0,1,365,4.84,4.84,4.89,4.91,4.95,4.93,4.68,1,11,1.0,1.0,False,True,1,1,1,0,0,0,0,0,1,0,14,Apartment,0,1
731011162856844843,0,31,42,East Cambridge,42.36862,-71.08367,Private room in home,1,1.0,1.0,67.0,30,365,4.63,4.63,4.0,5.0,4.88,4.75,4.13,1,20,3.0,1.0,False,True,1,1,1,1,1,0,1,1,1,1,30,House,0,1
734335475569293078,0,31,42,East Cambridge,42.36849,-71.0837,Private room in home,1,1.0,1.0,72.0,30,365,4.38,4.38,4.5,5.0,4.88,5.0,4.13,1,20,3.0,1.0,False,True,1,1,1,1,1,1,1,1,1,1,33,House,0,1
737660416545632684,1,16,16,Mid-Cambridge,42.37037,-71.10125,Private room in rental unit,1,1.0,0.0,99.0,1,365,4.85,4.87,4.83,4.95,4.92,4.92,4.8,1,11,1.0,0.0,False,True,1,1,1,1,1,1,1,1,1,1,42,Apartment,1,1
738938199129215325,0,1,1,Cambridgeport,42.36023,-71.1065,Entire condo,4,1.0,3.0,273.0,2,1125,4.75,4.68,4.84,4.87,4.76,4.89,4.53,1,1,2.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,72,Apartment,0,1
739965948118416572,0,6,6,Wellington-Harrington,42.37336,-71.09974,Private room in rental unit,4,1.0,2.0,82.0,1,365,4.76,4.77,4.78,4.88,4.75,4.86,4.63,1,5,1.5,1.0,False,True,1,1,1,1,1,1,1,1,1,1,35,Apartment,0,1
739986372349050050,0,6,6,Mid-Cambridge,42.37287,-71.10135,Private room in rental unit,2,1.0,1.0,80.0,1,365,4.7,4.76,4.76,4.88,4.81,4.84,4.65,1,5,1.5,1.0,False,True,1,1,1,1,1,1,1,1,1,1,37,Apartment,0,1
739993160391510614,0,6,6,Mid-Cambridge,42.37272,-71.10028,Private room in rental unit,4,1.0,2.0,80.0,1,365,4.78,4.82,4.67,4.86,4.92,4.8,4.73,1,5,1.5,1.0,False,True,1,1,1,1,1,1,1,1,1,1,33,Apartment,0,1
751932700586395273,0,5143,5933,Cambridgeport,42.3626336,-71.1017672,Entire rental unit,4,2.0,2.0,366.0,32,1125,5.0,5.0,4.5,3.5,3.5,5.0,4.5,1,169,2.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,30,Apartment,0,1
752024667712943044,0,10,21,Neighborhood Nine,42.38879,-71.12231,Private room in townhouse,1,1.0,1.0,146.0,29,190,4.7,4.7,4.5,4.8,5.0,5.0,4.4,0,4,1.0,1.0,False,True,1,1,1,1,1,1,1,1,1,1,36,House,0,1
752145851463773023,0,1,1,Mid-Cambridge,42.3763862,-71.1084356,Entire condo,2,1.0,1.0,228.0,1,1125,4.98,5.0,5.0,5.0,4.98,4.95,4.84,0,1,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,42,Apartment,0,1
753527092017125372,0,15,22,Mid-Cambridge,42.37429,-71.1024,Entire condo,4,1.0,1.0,162.0,2,365,4.61,4.59,4.6,4.81,4.76,4.86,4.51,0,3,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,51,Apartment,0,1
754920402986454869,0,5143,5933,Cambridge Highlands,42.39122950000001,-71.14578879999999,Entire rental unit,2,1.0,1.0,241.0,32,1125,4.0,5.0,3.0,4.0,3.0,5.0,3.0,1,169,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,31,Apartment,0,1
757175885529058316,1,16,16,Mid-Cambridge,42.37036691,-71.10125184,Private room in home,1,1.0,0.0,58.0,1,365,4.85,4.89,4.82,4.93,4.93,4.92,4.81,0,11,1.0,1.0,False,True,1,1,1,0,0,0,0,1,1,0,15,House,1,1
763897924434821061,0,10,11,Agassiz,42.38741,-71.11836,Private room in home,2,1.0,1.0,91.0,1,365,4.62,4.71,4.73,4.9,4.87,4.88,4.6,1,9,3.0,1.0,False,True,1,1,1,1,1,1,1,1,1,1,43,House,1,1
763916662800054874,0,10,11,Agassiz,42.38745,-71.11768,Private room in rental unit,4,1.0,2.0,92.0,1,365,4.81,4.79,4.79,4.95,4.89,4.95,4.76,1,9,3.0,1.0,False,True,1,1,1,1,1,1,1,1,1,1,42,Apartment,1,1
763925249468181362,0,10,11,North Cambridge,42.38935,-71.1187,Private room in home,4,1.0,2.0,115.0,1,365,4.89,4.9,4.94,4.92,4.83,4.94,4.75,1,9,3.0,1.0,False,True,1,1,1,1,1,1,1,1,1,1,43,House,1,1
763927892463989895,0,10,11,North Cambridge,42.3889,-71.11791,Private room in home,4,1.0,2.0,93.0,1,365,4.58,4.73,4.53,4.82,4.67,4.8,4.6,1,9,3.0,1.0,False,True,1,1,1,1,1,1,1,1,1,1,43,House,1,1
763929816995716482,0,10,11,Neighborhood Nine,42.38763,-71.12007,Private room in home,2,1.0,1.0,95.0,1,365,4.74,4.84,4.7,4.92,4.79,4.86,4.71,1,9,3.0,1.0,False,True,1,1,1,1,1,1,1,1,1,1,42,House,1,1
764348702017597696,1,1,1,North Cambridge,42.40018,-71.13661,Entire rental unit,4,2.0,2.0,476.0,2,30,5.0,5.0,4.99,5.0,5.0,4.96,4.93,0,1,2.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,59,Apartment,1,1
766161909233329306,0,10,11,North Cambridge,42.3895,-71.11793,Private room in rental unit,4,1.0,2.0,90.0,1,365,4.88,4.93,4.91,4.95,4.86,4.96,4.86,1,9,3.0,1.0,False,True,1,1,1,1,1,1,1,1,1,1,40,Apartment,1,1
769640288432410956,1,13,24,West Cambridge,42.38071,-71.13849,Private room in home,1,2.0,1.0,100.0,30,365,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,1.0,1.0,False,True,1,1,0,1,1,1,1,1,1,1,47,House,0,1
771489576280050054,0,5143,5933,Cambridgeport,42.3626336,-71.1017672,Entire rental unit,4,2.0,2.0,448.0,32,1125,3.5,3.5,4.0,3.0,4.0,5.0,3.5,1,169,2.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,30,Apartment,0,1
773279975771551581,0,118,193,East Cambridge,42.36909,-71.07387,Entire rental unit,6,2.0,3.0,318.0,4,365,4.7,4.76,4.7,4.81,4.89,4.86,4.51,0,3,2.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,42,Apartment,0,1
773338595139420519,0,6,6,Wellington-Harrington,42.37199,-71.09561,Private room in rental unit,4,1.0,2.0,90.0,1,365,4.73,4.76,4.66,4.86,4.86,4.81,4.64,1,5,1.0,1.0,False,True,1,1,1,1,1,1,1,1,1,1,35,Apartment,1,1
775259444004817072,0,5143,5933,East Cambridge,42.3707006,-71.074685,Entire rental unit,2,1.0,1.0,416.0,32,1125,4.86,4.89,4.87,4.95,4.945,4.93,4.72,1,169,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,34,Apartment,0,0
775259755847058465,0,5143,5933,East Cambridge,42.370595,-71.074224,Entire rental unit,2,1.0,1.0,351.0,32,1125,5.0,5.0,5.0,5.0,4.0,5.0,3.0,1,169,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,34,Apartment,0,1
776129938479764291,0,169,234,East Cambridge,42.36921,-71.0802,Entire rental unit,3,2.0,2.0,278.0,4,365,4.86,4.89,4.87,4.95,4.945,4.93,4.72,0,83,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,33,Apartment,0,0
777425697740544030,0,5143,5933,East Cambridge,42.36624,-71.084097,Entire rental unit,4,2.0,2.0,325.0,32,1125,4.86,4.89,4.87,4.95,4.945,4.93,4.72,1,169,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,34,Apartment,0,0
778274068943787674,0,169,234,East Cambridge,42.36904,-71.07911,Private room in rental unit,2,1.0,1.0,94.0,30,365,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,83,1.0,1.0,False,True,1,1,1,1,1,1,1,1,1,1,37,Apartment,0,1
785671554298881212,0,6,6,The Port,42.36619766214012,-71.09666758363969,Private room in rental unit,2,1.0,1.0,80.0,1,365,4.6,4.71,4.63,4.77,4.81,4.78,4.56,1,5,1.0,1.0,False,True,1,1,1,1,1,1,1,1,1,1,29,Apartment,0,1
785766126951688904,0,118,193,East Cambridge,42.37135923553282,-71.07545867832205,Entire rental unit,5,2.0,3.0,512.0,1,365,4.64,4.7,4.69,4.7,4.7,4.76,4.36,0,3,2.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,42,Apartment,1,1
786908960517378314,1,1,1,Mid-Cambridge,42.36954,-71.10922,Entire guest suite,2,1.0,1.0,190.0,1,16,4.94,4.96,4.96,4.98,5.0,4.95,4.8,0,1,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,42,Other_Unique,0,1
791095774067370869,0,5143,5933,Cambridge Highlands,42.39122950000001,-71.14578879999999,Entire rental unit,4,2.0,2.0,290.0,32,1125,5.0,5.0,5.0,5.0,4.67,5.0,4.67,1,169,2.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,32,Apartment,0,1
794831012886639062,0,8,25,The Port,42.36911175068031,-71.09618205265802,Private room in rental unit,1,1.0,1.0,90.0,2,365,4.2,4.2,4.0,4.2,4.6,4.2,3.8,0,7,1.0,1.0,False,True,1,1,1,0,1,1,0,1,1,0,14,Apartment,0,1
801526881045192241,0,1,2,North Cambridge,42.39041859634001,-71.1225242837107,Private room in home,1,1.0,1.0,110.0,30,120,4.86,4.89,4.87,4.95,4.945,4.93,4.72,0,1,1.0,1.0,False,True,1,0,1,0,0,0,0,1,0,0,9,House,0,0
810038943050476078,1,1,1,Neighborhood Nine,42.3857191,-71.1345152,Entire rental unit,4,2.0,2.0,243.0,2,14,4.99,5.0,5.0,5.0,5.0,4.99,4.92,0,1,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,51,Apartment,1,1
810959250776267721,1,2,4,North Cambridge,42.394224,-71.12835299999999,Entire rental unit,6,3.0,3.0,185.0,31,365,4.9,5.0,4.4,5.0,5.0,5.0,4.7,0,2,2.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,68,Apartment,0,1
817248146733376123,0,1,6,Riverside,42.36815,-71.11035,Entire home,8,4.0,6.0,648.0,5,10,5.0,5.0,5.0,5.0,5.0,5.0,4.57,0,1,3.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,53,House,0,1
821895641723578183,0,23,24,North Cambridge,42.39369837051154,-71.12528914977544,Room in hotel,2,1.0,1.0,90.0,14,54,4.91,4.73,4.82,4.86,4.91,4.91,4.82,1,23,1.0,0.0,False,True,0,0,1,0,0,0,0,1,0,0,7,Hotel_B_and_B,0,1
824640034907325536,0,15,22,Mid-Cambridge,42.37116935222927,-71.10487747277199,Entire rental unit,1,1.0,1.0,99.0,29,365,5.0,5.0,5.0,5.0,5.0,5.0,4.71,0,3,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,51,Apartment,0,1
825450630108095667,1,16,16,Mid-Cambridge,42.370427,-71.1013593,Private room in casa particular,2,1.0,0.0,91.0,1,365,4.71,4.81,4.84,4.91,4.86,4.89,4.63,1,11,1.0,1.0,False,True,1,1,1,1,0,1,1,0,1,0,27,Hotel_B_and_B,1,1
828014380642849064,0,5143,5933,Cambridgeport,42.3566191,-71.1062769,Entire rental unit,2,1.0,1.0,290.0,32,1125,1.0,5.0,1.0,4.0,1.0,4.0,1.0,1,169,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,32,Apartment,0,1
830972032887751004,0,5143,5933,East Cambridge,42.373028,-71.0785923,Entire rental unit,2,1.0,1.0,278.0,32,1125,5.0,4.5,5.0,5.0,5.0,5.0,3.5,1,169,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,33,Apartment,0,1
831932276887004558,0,169,234,Mid-Cambridge,42.37139972947399,-71.11264690650333,Entire rental unit,6,2.0,3.0,252.0,30,365,5.0,5.0,5.0,5.0,5.0,5.0,4.75,0,83,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,41,Apartment,0,1
838318416540441521,0,5143,5933,East Cambridge,42.373028,-71.0785923,Entire rental unit,2,1.0,1.0,260.0,32,1125,4.86,4.89,4.87,4.95,4.945,4.93,4.72,1,169,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,32,Apartment,0,0
838434452653109023,0,1,1,Cambridgeport,42.3605313,-71.1064337,Entire townhouse,8,3.0,3.0,1500.0,1,365,5.0,4.98,4.98,4.98,4.98,4.96,4.72,0,1,2.5,0.0,False,False,1,1,1,1,1,1,1,1,1,1,58,House,0,1
841164665014906054,0,5143,5933,Cambridgeport,42.36229,-71.1007134,Entire rental unit,2,1.0,1.0,294.0,32,1125,4.86,4.89,4.87,4.95,4.945,4.93,4.72,1,169,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,32,Apartment,0,0
841777768042968655,0,5143,5933,Cambridgeport,42.36229,-71.1007134,Entire loft,2,1.0,1.0,294.0,32,1125,4.86,4.89,4.87,4.95,4.945,4.93,4.72,1,169,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,33,Apartment,0,0
843249477676142287,0,5143,5933,East Cambridge,42.370595,-71.074224,Entire rental unit,2,1.0,1.0,304.0,32,1125,4.86,4.89,4.87,4.95,4.945,4.93,4.72,1,169,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,34,Apartment,0,0
843249807094408605,0,5143,5933,East Cambridge,42.3707006,-71.074685,Entire rental unit,2,1.0,1.0,307.0,32,1125,4.0,4.0,5.0,5.0,5.0,5.0,4.0,1,169,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,34,Apartment,0,1
844342834369735120,0,1,1,Riverside,42.36471,-71.11471,Entire rental unit,3,2.0,2.0,446.0,2,365,5.0,5.0,5.0,5.0,4.67,5.0,4.83,0,1,2.0,0.0,False,False,1,1,1,1,1,1,1,1,0,1,61,Apartment,0,1
848589438104752605,0,169,234,Mid-Cambridge,42.37199,-71.11074,Private room in rental unit,2,1.0,1.0,177.0,30,365,5.0,5.0,4.5,4.5,5.0,5.0,5.0,0,83,1.0,1.0,False,True,1,1,1,1,1,1,1,1,1,1,40,Apartment,0,1
857003069429605041,0,5143,5933,East Cambridge,42.3707006,-71.074685,Entire rental unit,4,2.0,2.0,436.0,32,1125,1.0,2.0,2.0,4.0,2.0,4.0,1.0,1,169,2.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,34,Apartment,0,1
857305605360993614,0,169,234,Wellington-Harrington,42.37219776417947,-71.09086240621401,Private room in rental unit,2,1.0,1.0,96.0,30,365,4.86,4.89,4.87,4.95,4.945,4.93,4.72,0,83,1.0,1.0,False,True,1,1,1,1,1,1,1,1,1,1,37,Apartment,0,0
857499016038024984,0,31,42,Wellington-Harrington,42.36799219997962,-71.09066843888034,Private room in home,2,1.0,1.0,75.0,30,365,4.5,4.63,4.38,4.63,4.88,5.0,4.25,1,20,2.0,1.0,False,True,1,1,1,1,1,0,1,1,1,1,29,House,0,1
858775905168709024,0,169,234,Wellington-Harrington,42.37209,-71.09069,Private room in rental unit,2,1.0,1.0,95.0,30,365,5.0,4.0,4.0,5.0,4.5,4.5,4.5,0,83,1.0,1.0,False,True,1,1,1,1,1,1,1,1,1,1,37,Apartment,0,1
859330642885797356,0,7,8,Cambridgeport,42.36272448218725,-71.10364953809813,Entire rental unit,4,1.0,2.0,241.0,2,32,4.95,4.96,4.93,4.95,4.96,5.0,4.81,1,1,2.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,46,Apartment,1,1
861332024970563160,0,5143,5933,East Cambridge,42.373028,-71.0785923,Entire rental unit,2,1.0,1.0,266.0,32,1125,4.86,4.89,4.87,4.95,4.945,4.93,4.72,1,169,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,33,Apartment,0,0
863179731043996638,0,169,234,Mid-Cambridge,42.37301575406707,-71.1127755945934,Private room in rental unit,2,1.0,1.0,152.0,30,365,5.0,5.0,4.67,4.67,5.0,5.0,4.33,0,83,1.0,1.0,False,True,1,1,1,1,1,1,1,1,1,1,34,Apartment,0,1
863789008478115840,0,169,234,Mid-Cambridge,42.37357,-71.11125,Private room in rental unit,2,1.0,1.0,92.0,3,365,4.86,4.89,4.87,4.95,4.945,4.93,4.72,0,83,1.0,1.0,False,True,1,1,1,1,1,1,1,1,1,1,37,Apartment,0,0
863857193342827363,0,169,234,Mid-Cambridge,42.37346038488479,-71.11109774782895,Private room in rental unit,2,1.0,1.0,181.0,30,365,5.0,4.67,5.0,5.0,4.67,5.0,5.0,0,83,1.0,1.0,False,True,1,1,1,1,1,1,1,1,1,1,35,Apartment,0,1
864667348137959644,1,4,4,Wellington-Harrington,42.3683768,-71.0914493,Entire rental unit,7,3.0,3.0,359.0,2,1125,4.96,4.93,4.99,4.99,5.0,4.91,4.83,0,3,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,63,Apartment,1,1
869149757151364528,0,31,42,East Cambridge,42.36973,-71.08375,Private room in home,1,1.0,1.0,59.0,30,365,4.83,4.83,4.83,5.0,5.0,4.67,4.5,1,20,3.0,1.0,False,True,1,1,1,1,1,0,1,1,1,1,31,House,0,1
869155942899961300,0,31,42,East Cambridge,42.368589451949134,-71.08368719427932,Private room in home,1,1.0,1.0,57.0,30,365,4.86,5.0,4.29,5.0,5.0,4.86,4.71,1,20,3.0,1.0,False,True,1,1,1,1,1,0,1,1,1,1,33,House,0,1
871041683573679176,0,31,42,Wellington-Harrington,42.37027,-71.08964,Private room in home,2,1.0,1.0,74.0,30,365,4.77,4.62,4.62,4.92,5.0,4.92,4.69,1,20,2.0,1.0,False,True,1,1,1,1,1,0,1,1,1,1,27,House,0,1
871115591144416347,0,3,7,North Cambridge,42.389881440440405,-71.12277996100747,Entire rental unit,1,0.0,1.0,130.0,30,365,2.75,3.0,4.5,4.5,3.25,4.0,3.25,0,2,1.0,0.0,False,False,1,1,1,1,0,0,1,1,0,1,17,Apartment,0,1
875356456027741353,0,1,1,Wellington-Harrington,42.37408027265782,-71.09550633642222,Private room in condo,2,1.0,1.0,153.0,1,1125,5.0,5.0,5.0,5.0,5.0,4.8,5.0,0,1,2.5,0.0,False,True,1,1,1,1,1,1,1,1,0,1,59,Apartment,0,1
876412131220574573,1,3,9,Cambridgeport,42.360533875098575,-71.1105714095178,Entire home,6,3.0,4.0,548.0,4,60,4.97,4.94,5.0,5.0,4.97,5.0,4.86,1,1,2.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,44,House,1,1
877095135477780338,0,31,42,East Cambridge,42.3685,-71.08232,Private room in home,1,1.0,1.0,59.0,30,365,4.5,4.83,4.33,5.0,4.83,5.0,4.5,1,20,3.0,0.0,False,True,1,1,1,1,1,0,1,1,1,1,31,House,0,1
879943149311390458,0,6,6,The Port,42.37036824414339,-71.09752015039251,Private room in home,2,1.0,2.0,85.0,1,365,4.64,4.75,4.65,4.9,4.89,4.81,4.62,1,5,1.5,1.0,False,True,1,1,1,1,1,1,1,0,1,1,27,House,0,1
881080600879979804,0,31,42,East Cambridge,42.36851055855416,-71.08383824975019,Private room in home,1,1.0,1.0,61.0,30,365,4.5,4.5,4.75,4.88,4.88,4.88,4.38,1,20,1.0,0.0,False,True,1,1,1,1,1,1,1,1,1,1,33,House,0,1
884085118462269211,0,169,234,East Cambridge,42.37225021329599,-71.08596889785468,Private room in rental unit,2,1.0,1.0,100.0,15,365,4.86,4.89,4.87,4.95,4.945,4.93,4.72,0,83,1.0,1.0,False,True,1,1,1,1,1,1,1,1,1,1,36,Apartment,0,0
889777551432433232,0,1,1,Mid-Cambridge,42.3759528,-71.1093738,Entire home,6,3.0,3.0,400.0,32,200,4.91,4.91,4.94,4.97,4.88,5.0,4.67,0,1,3.5,0.0,False,False,1,0,1,1,1,1,1,1,1,1,46,House,0,1
898743835070344633,0,5,6,The Port,42.36491494878658,-71.10250436942775,Entire rental unit,2,1.0,1.0,212.0,2,365,4.74,4.9,4.77,4.61,4.9,4.97,4.58,1,1,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,41,Apartment,0,1
899055640620536833,0,5143,5933,East Cambridge,42.370595,-71.074224,Entire rental unit,4,2.0,2.0,430.0,32,1125,4.86,4.89,4.87,4.95,4.945,4.93,4.72,1,169,2.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,35,Apartment,0,0
899165085303054005,0,50,71,Neighborhood Nine,42.388498061965294,-71.12075978498602,Private room in home,1,1.0,1.0,77.0,29,180,4.8,5.0,4.4,5.0,5.0,4.8,5.0,0,7,1.0,1.0,False,True,1,1,1,1,1,0,1,1,1,1,39,House,0,1
900035813579443874,0,1,2,Wellington-Harrington,42.37413124235291,-71.09847267853758,Entire home,7,3.0,4.0,645.0,3,40,5.0,5.0,5.0,5.0,5.0,5.0,4.85,0,1,2.5,0.0,False,False,1,1,1,0,0,1,1,1,0,0,31,House,0,1
907107188870037315,1,1,1,Cambridgeport,42.363306560947706,-71.1064523196804,Entire rental unit,5,2.0,2.0,290.0,1,365,4.97,4.96,4.98,4.98,5.0,4.97,4.8,0,1,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,34,Apartment,1,1
907922146510569453,0,169,234,Mid-Cambridge,42.37189946110058,-71.11113427584401,Private room in rental unit,2,1.0,1.0,132.0,30,365,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,83,1.0,1.0,False,True,1,1,1,1,1,1,1,1,1,1,42,Apartment,0,1
912225774852108276,0,169,234,East Cambridge,42.37180727200435,-71.08338295019232,Entire rental unit,8,3.0,4.0,314.0,30,365,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,83,2.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,37,Apartment,0,1
912260040502294810,0,169,234,East Cambridge,42.36847359631045,-71.08202945139209,Entire rental unit,4,2.0,2.0,203.0,4,365,4.57,4.68,4.53,4.87,4.77,4.85,4.4,0,83,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,32,Apartment,0,1
913139088938753121,0,1317,1695,Area 2/MIT,42.35367,-71.10516,Room in hotel,4,1.0,1.0,874.0,1,365,4.86,4.89,4.87,4.95,4.945,4.93,4.72,1,1,1.0,0.0,False,True,1,1,1,1,0,1,1,0,1,0,26,Hotel_B_and_B,0,0
914526512928239735,1,262,1126,East Cambridge,42.3643485823804,-71.08208549215917,Entire rental unit,3,1.0,1.0,195.0,30,270,4.86,4.89,4.87,4.95,4.945,4.93,4.72,1,12,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,40,Apartment,0,0
918749466220965200,1,3,5,West Cambridge,42.3743,-71.13391,Entire rental unit,6,3.0,4.0,341.0,2,180,4.81,4.92,5.0,4.96,5.0,5.0,4.65,0,2,2.5,0.0,False,False,1,1,1,1,1,1,1,1,1,1,68,Apartment,1,1
919434524468768915,0,15,22,Mid-Cambridge,42.37105,-71.10434,Private room in rental unit,1,1.0,1.0,68.0,91,365,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,3,1.0,0.0,False,True,1,1,1,1,1,1,1,1,1,1,46,Apartment,0,1
919709567989940145,0,38,75,East Cambridge,42.37052,-71.07249,Entire rental unit,5,2.0,3.0,998.0,29,365,4.86,4.89,4.87,4.95,4.945,4.93,4.72,0,2,2.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,42,Apartment,1,0
919736081970491426,0,38,75,East Cambridge,42.37097,-71.07292,Entire rental unit,5,2.0,3.0,998.0,4,365,4.86,4.89,4.87,4.95,4.945,4.93,4.72,0,2,2.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,40,Apartment,1,0
919781632888020415,0,116,206,Riverside,42.36556,-71.10916,Entire rental unit,8,3.0,5.0,361.0,2,1125,4.94,4.97,4.97,4.85,4.97,4.82,4.79,0,10,3.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,67,Apartment,1,1
919789980234899287,0,25,86,Riverside,42.36447,-71.10935,Entire rental unit,8,3.0,5.0,402.0,2,1125,4.5,4.8,4.5,4.5,4.5,4.8,4.3,0,6,3.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,66,Apartment,1,1
923317061110084218,1,3,6,The Port,42.36615,-71.09774,Entire condo,8,4.0,4.0,375.0,5,30,4.98,4.96,5.0,5.0,4.99,4.97,4.87,0,3,2.5,0.0,False,False,1,1,1,1,1,1,1,1,1,1,48,Apartment,1,1
932719108839611144,1,262,1126,East Cambridge,42.36272,-71.08263,Entire rental unit,3,1.0,1.0,223.0,30,270,4.86,4.89,4.87,4.95,4.945,4.93,4.72,1,12,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,40,Apartment,0,0
939400078868290225,1,2,2,Cambridgeport,42.36152,-71.10843,Entire guesthouse,3,1.0,1.0,248.0,2,1125,4.85,4.85,4.93,4.91,4.87,4.93,4.47,0,1,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,0,31,House,1,1
946460026402767141,0,1,1,North Cambridge,42.39609919999999,-71.1361411,Entire rental unit,2,2.0,1.0,196.0,91,91,4.86,4.89,4.87,4.95,4.945,4.93,4.72,0,1,1.0,0.0,False,False,1,1,1,0,0,0,0,1,0,0,9,Apartment,0,0
947111916947155717,1,41,51,East Cambridge,42.36206,-71.08106,Entire condo,6,2.0,5.0,547.0,2,90,4.96,4.87,4.98,5.0,4.96,4.98,4.91,1,33,2.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,86,Apartment,0,1
947676023734990025,0,5143,5933,East Cambridge,42.370595,-71.074224,Entire rental unit,4,2.0,2.0,374.0,32,1125,4.86,4.89,4.87,4.95,4.945,4.93,4.72,1,169,2.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,34,Apartment,0,0
948559086938190912,0,183,251,Area 2/MIT,42.363145,-71.0878918,Entire serviced apartment,3,1.0,2.0,250.0,29,365,5.0,5.0,5.0,5.0,5.0,5.0,1.0,0,14,1.0,0.0,False,False,1,1,1,1,1,1,0,1,1,0,23,Apartment,0,1
949475573742371181,1,1,1,The Port,42.36667,-71.09878,Entire home,8,4.0,4.0,492.0,1,365,4.99,4.98,4.98,4.99,4.99,4.95,4.96,0,1,2.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,49,House,1,1
