id,host_is_superhost,host_listings_count,host_total_listings_count,neighbourhood_cleansed,latitude,longitude,property_type,accommodates,bedrooms,beds,price,minimum_nights,maximum_nights,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,bath_qty,is_shared_bath,room_type_Hotel room,room_type_Private room,has_smoke_alarm,has_carbon_monoxide_alarm,has_wifi,has_hot_water,has_hangers,has_essentials,has_bed_linens,has_kitchen,has_hair_dryer,has_refrigerator,amenities_count,property_type_clean,has_license,has_review
8521,1,2,3,West Cambridge,42.38258,-71.13646,Entire rental unit,5,2.0,2.0,270.0,2,1125,4.84,4.95,4.97,4.9,4.92,4.94,4.74,0,2,1.0,0.0,False,False,1,1,1,1,1,1,1,1,0,1,46,Apartment,1,1
11169,1,4,4,North Cambridge,42.3963,-71.13135,Private room in condo,3,1.0,0.0,126.0,3,14,4.8,4.75,4.78,4.91,4.92,4.8,4.77,0,3,1.0,0.0,False,True,1,1,1,1,1,1,1,0,1,1,27,Apartment,0,1
19581,1,3,3,The Port,42.36258,-71.09603,Private room in bed and breakfast,1,1.0,1.0,183.0,10,730,4.55,4.64,4.64,4.64,4.91,4.91,4.27,1,3,1.0,0.0,False,True,1,1,1,1,1,1,1,1,1,1,46,Hotel_B_and_B,0,1
27498,1,3,3,The Port,42.36254,-71.09698,Private room in bed and breakfast,2,1.0,1.0,238.0,5,730,4.77,4.68,4.76,4.64,4.76,4.88,4.64,1,3,1.0,0.0,False,True,1,1,1,1,1,1,1,1,1,1,50,Hotel_B_and_B,0,1
79762,1,1,2,The Port,42.3695,-71.09921,Entire rental unit,4,2.0,2.0,300.0,3,365,4.88,4.88,4.87,4.96,4.93,4.93,4.77,0,1,1.0,0.0,False,False,1,1,1,1,1,1,0,1,1,1,30,Apartment,1,1
106474,1,3,3,The Port,42.36274,-71.09768,Private room in bed and breakfast,3,1.0,1.0,242.0,5,365,4.83,5.0,4.87,4.91,5.0,4.87,4.57,1,3,1.0,0.0,False,True,1,1,1,1,1,1,1,1,1,1,48,Hotel_B_and_B,1,1
108898,1,2,3,West Cambridge,42.38227,-71.13643,Entire condo,3,1.0,1.0,225.0,2,730,4.73,4.77,4.94,4.77,4.88,4.96,4.79,0,2,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,66,Apartment,1,1
675441,0,2,5,East Cambridge,42.37103,-71.07557,Private room in rental unit,2,1.0,1.0,188.0,91,365,4.64,4.83,4.42,4.75,5.0,4.75,4.5,1,1,1.0,1.0,False,True,0,0,1,0,0,1,0,1,0,0,15,Apartment,0,1
715532,1,1,3,North Cambridge,42.39346,-71.13137,Entire rental unit,4,1.0,2.0,225.0,2,60,4.93,4.95,4.95,4.95,4.97,4.88,4.82,0,1,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,45,Apartment,1,1
742574,0,5,6,The Port,42.36545,-71.10268,Entire rental unit,3,1.0,2.0,141.0,30,250,4.57,4.81,4.31,4.91,4.88,4.82,4.53,0,2,1.0,0.0,False,False,1,1,1,1,1,1,0,1,1,1,30,Apartment,0,1
860634,0,1,1,Agassiz,42.38373,-71.11424,Private room in bed and breakfast,2,1.0,1.0,56.0,3,30,4.93,4.95,4.92,4.99,4.98,4.93,4.94,0,1,1.0,1.0,False,True,1,1,1,1,1,1,1,1,1,1,26,Hotel_B_and_B,0,1
910408,0,1,1,Mid-Cambridge,42.37122,-71.10797,Entire condo,2,1.0,1.0,150.0,30,1124,4.75,4.85,4.69,4.85,4.77,5.0,4.69,0,1,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,47,Apartment,0,1
1054635,0,1,2,Mid-Cambridge,42.37285,-71.11263,Entire rental unit,2,1.0,1.0,123.0,91,365,4.93,4.93,4.87,4.93,4.93,5.0,4.53,0,1,1.0,0.0,False,False,1,1,1,1,1,1,0,1,1,1,27,Apartment,0,1
1080789,1,4,4,North Cambridge,42.39426,-71.13258,Entire condo,7,4.0,3.0,405.0,10,30,4.86,4.89,4.87,4.95,4.945,4.93,4.72,0,3,2.0,0.0,False,False,1,1,1,0,0,0,0,1,0,0,14,Apartment,1,0
1097262,1,5,7,Cambridgeport,42.35734,-71.10973,Private room in serviced apartment,2,1.0,1.0,151.0,21,1125,4.75,4.79,4.75,4.81,4.64,4.69,4.47,0,5,1.0,1.0,False,True,1,1,1,1,1,1,1,1,1,1,63,Apartment,0,1
1140201,1,5,7,Cambridgeport,42.35966,-71.10854,Private room in rental unit,2,1.0,1.0,100.0,21,730,4.73,4.8,4.74,4.85,4.84,4.83,4.54,0,5,1.0,1.0,False,True,1,1,1,1,1,1,1,1,1,1,65,Apartment,0,1
1141088,1,2,2,Wellington-Harrington,42.37324,-71.09635,Entire rental unit,4,2.0,2.0,204.0,2,180,4.81,4.91,4.86,4.95,4.94,4.85,4.77,0,1,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,55,Apartment,1,1
1154298,1,1,1,North Cambridge,42.39892,-71.13527,Private room in rental unit,2,1.0,0.0,61.0,1,1125,4.71,4.82,4.38,4.86,4.91,4.73,4.73,0,1,1.0,1.0,False,True,1,1,1,1,1,1,1,1,1,1,34,Apartment,1,1
1225831,1,1,1,The Port,42.36665,-71.09823,Entire rental unit,3,1.0,2.0,179.0,3,14,4.84,4.91,4.79,4.97,4.97,4.89,4.83,0,1,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,56,Apartment,1,1
1276962,0,1,2,The Port,42.36802,-71.10027,Entire rental unit,2,1.0,2.0,175.0,3,60,4.92,4.97,4.92,4.99,4.98,4.94,4.76,0,1,1.0,0.0,False,False,1,0,1,1,0,0,0,1,0,1,15,Apartment,1,1
1632003,1,1,3,Mid-Cambridge,42.37303,-71.10539,Private room in home,4,2.0,2.0,250.0,3,30,4.96,4.97,4.94,4.95,4.97,4.95,4.87,0,1,1.5,0.0,False,True,1,1,1,1,1,1,1,1,1,1,60,House,0,1
1711476,0,2,2,Mid-Cambridge,42.37301,-71.1041,Entire rental unit,2,1.0,1.0,130.0,31,125,4.78,4.88,4.92,4.93,4.89,4.86,4.63,0,2,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,26,Apartment,0,1
1799157,1,2,4,Strawberry Hill,42.37595,-71.15452,Private room in rental unit,2,1.0,1.0,92.0,31,365,4.8,4.88,4.55,4.95,4.9,4.8,4.73,0,1,1.0,1.0,False,True,1,1,1,1,1,1,0,1,1,1,24,Apartment,1,1
1893287,1,1,1,The Port,42.36571,-71.1023,Entire rental unit,2,1.0,1.0,142.0,3,1125,4.93,4.92,4.83,4.81,4.9,4.94,4.81,0,1,1.0,0.0,False,False,1,1,1,1,1,1,0,1,1,1,33,Apartment,1,1
1935343,1,1,2,Cambridgeport,42.36055765500599,-71.1123166016873,Entire guest suite,2,1.0,1.0,139.0,2,29,4.81,4.92,4.87,4.95,4.94,4.9,4.7,0,1,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,48,Other_Unique,1,1
1984737,1,4,6,West Cambridge,42.38248,-71.13545,Entire home,10,4.0,5.0,298.0,2,1125,4.74,4.61,4.7,4.84,4.9,4.86,4.64,1,2,1.5,0.0,False,False,1,1,1,1,1,1,1,1,1,1,69,House,1,1
2030680,1,2,2,Strawberry Hill,42.37837,-71.15249,Private room in townhouse,2,1.0,1.0,119.0,30,1125,4.95,4.89,4.97,4.89,4.92,4.84,4.68,0,2,1.0,1.0,False,True,1,1,1,1,0,0,0,1,1,1,20,House,0,1
2038283,0,2,2,Mid-Cambridge,42.37247,-71.11381,Entire condo,2,1.0,1.0,143.0,5,15,4.82,4.84,4.8,4.8,4.91,4.98,4.73,0,1,1.0,0.0,False,False,1,1,1,1,1,1,0,1,1,1,32,Apartment,1,1
2092181,0,1,1,Wellington-Harrington,42.37312,-71.0901,Entire condo,1,1.0,1.0,313.0,1,31,4.9,4.96,4.94,4.98,4.98,4.84,4.86,0,1,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,46,Apartment,1,1
2223447,0,3,3,Mid-Cambridge,42.37125,-71.11183,Entire condo,2,1.0,1.0,155.0,91,1125,4.58,4.85,4.7,4.79,4.81,4.97,4.3,0,3,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,26,Apartment,0,1
2244415,1,5,18,Mid-Cambridge,42.37196,-71.1122,Entire rental unit,4,2.0,2.0,424.0,30,1125,4.68,4.71,4.69,4.68,4.81,4.96,4.5,0,4,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,51,Apartment,1,1
2451591,1,1,1,Cambridgeport,42.36093,-71.10642,Private room in townhouse,1,1.0,1.0,126.0,30,130,4.83,4.93,4.97,4.9,4.9,4.93,4.76,0,1,1.0,0.0,False,True,1,1,1,1,1,1,1,0,0,1,32,House,1,1
2538983,1,1,2,Cambridgeport,42.35704,-71.10909,Entire condo,4,2.0,3.0,253.0,1,1125,4.92,4.96,4.98,4.94,4.94,4.91,4.82,1,1,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,60,Apartment,1,1
2764172,0,1,1,Cambridgeport,42.36151,-71.104,Entire townhouse,5,2.0,2.0,270.0,3,120,4.71,4.86,4.57,5.0,5.0,4.86,4.86,0,1,2.0,0.0,False,False,1,1,1,1,0,1,1,1,1,1,58,House,1,1
3021937,1,5,7,Cambridgeport,42.35854,-71.10955,Private room in rental unit,2,1.0,1.0,104.0,21,1125,4.77,4.91,4.86,4.95,4.91,4.81,4.62,0,5,1.0,1.0,False,True,1,1,1,1,1,1,1,1,1,1,64,Apartment,0,1
3100411,1,5,18,Mid-Cambridge,42.37301,-71.11301,Entire rental unit,4,2.0,2.0,496.0,30,730,4.62,4.75,4.57,4.74,4.9,4.93,4.5,0,4,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,64,Apartment,1,1
3234995,1,1,6,West Cambridge,42.37896,-71.12489,Entire rental unit,2,1.0,1.0,229.0,3,90,4.96,4.95,4.92,4.97,4.96,4.98,4.86,0,1,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,25,Apartment,1,1
3247833,1,3,3,Wellington-Harrington,42.37032,-71.09317,Entire rental unit,5,3.0,4.0,354.0,2,45,4.87,4.89,4.86,4.99,4.98,4.87,4.82,1,2,1.0,0.0,False,False,1,1,1,1,1,1,0,1,1,1,33,Apartment,1,1
3334098,0,1,4,East Cambridge,42.36862,-71.08573,Entire rental unit,4,2.0,1.0,395.0,4,1125,4.93,4.98,5.0,4.95,4.98,4.91,4.82,0,1,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,30,Apartment,0,1
3506058,1,2,7,The Port,42.36965,-71.09932,Private room in rental unit,2,1.0,1.0,130.0,1,1125,4.8,4.9,4.8,4.94,4.94,4.86,4.74,0,2,1.0,1.0,False,True,1,1,1,1,1,1,0,1,1,1,34,Apartment,1,1
3510127,1,2,7,The Port,42.36904,-71.09937,Private room in rental unit,1,1.0,1.0,138.0,1,1125,4.86,4.93,4.87,4.95,4.96,4.88,4.79,0,2,1.5,0.0,False,True,1,1,1,1,1,1,1,1,1,0,26,Apartment,1,1
3538589,0,1,1,Agassiz,42.38332,-71.11479,Entire rental unit,4,2.0,2.0,95.0,5,365,4.75,4.9,4.72,4.92,4.86,4.88,4.74,0,1,1.0,0.0,False,False,1,1,1,1,1,1,0,1,1,1,36,Apartment,1,1
3774900,1,1,5,Cambridgeport,42.36125183105469,-71.11312866210938,Entire home,2,1.0,1.0,147.0,2,730,4.83,4.89,4.86,4.91,4.89,4.88,4.69,0,1,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,59,House,1,1
3861471,1,3,6,The Port,42.36583,-71.09803,Entire condo,7,3.0,3.0,383.0,7,180,4.91,4.95,4.91,4.95,4.95,4.91,4.75,0,3,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,48,Apartment,1,1
3894437,0,3,15,Neighborhood Nine,42.38862,-71.12554,Entire home,2,1.0,0.0,124.0,237,1125,5.0,5.0,4.67,5.0,5.0,5.0,5.0,0,3,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,0,23,House,0,1
4031375,0,1,2,North Cambridge,42.39605,-71.134,Private room in rental unit,2,1.0,1.0,103.0,91,1125,4.67,5.0,4.83,4.83,4.83,4.67,4.33,0,1,1.0,0.0,False,True,1,1,1,0,0,1,0,1,0,0,11,Apartment,0,1
4112094,1,3,4,West Cambridge,42.37843,-71.14272,Entire rental unit,5,1.0,2.0,150.0,2,1125,4.65,4.81,4.65,4.87,4.85,4.71,4.66,0,1,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,38,Apartment,1,1
4209359,1,10,13,Mid-Cambridge,42.3677,-71.10584,Entire condo,2,0.0,0.0,210.0,21,150,4.94,4.98,4.95,4.96,4.96,4.97,4.8,1,9,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,54,Apartment,1,1
4235636,1,2,2,Strawberry Hill,42.37664,-71.15157,Private room in townhouse,2,1.0,1.0,119.0,30,1125,4.95,5.0,5.0,5.0,4.9,4.9,4.85,0,2,1.0,0.0,False,True,1,1,1,1,0,0,0,1,1,1,22,House,0,1
4270619,1,12,31,The Port,42.36935,-71.09845,Entire rental unit,6,3.0,3.0,324.0,30,255,4.77,4.81,4.77,4.92,4.85,4.75,4.48,0,10,2.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,35,Apartment,1,1
4455298,1,12,31,The Port,42.36896,-71.09846,Entire rental unit,6,3.0,4.0,364.0,30,255,4.82,4.93,4.94,4.94,4.92,4.74,4.67,0,10,2.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,37,Apartment,1,1
4716432,1,2,5,Mid-Cambridge,42.36949,-71.10605,Entire condo,2,1.0,1.0,287.0,4,21,4.94,4.98,4.96,4.95,4.98,4.93,4.78,0,1,1.0,0.0,False,False,1,0,1,1,1,1,1,1,1,1,44,Apartment,1,1
4736800,1,1,2,Mid-Cambridge,42.3706,-71.10504,Entire rental unit,2,1.0,1.0,165.0,3,1125,4.85,4.9,4.91,4.95,4.93,4.94,4.75,0,1,1.0,0.0,False,False,1,1,1,1,1,1,1,0,1,1,30,Apartment,0,1
4753390,1,12,31,The Port,42.36721,-71.0987,Entire rental unit,2,0.0,2.0,233.0,30,255,4.8,4.88,4.88,4.88,4.92,4.74,4.59,0,10,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,37,Apartment,1,1
4759313,1,1,1,Strawberry Hill,42.38019,-71.15465,Entire home,3,1.0,1.0,198.0,5,90,4.93,4.96,4.98,4.97,4.99,4.85,4.92,0,1,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,65,House,1,1
4841421,0,1,1,Cambridgeport,42.35679,-71.10917,Entire condo,7,4.0,9.0,265.0,3,1125,4.57,4.71,4.42,4.81,4.79,4.87,4.64,0,1,2.5,0.0,False,False,1,1,1,1,0,1,1,1,1,1,57,Apartment,1,1
4932029,1,1,1,North Cambridge,42.39805,-71.13249,Entire rental unit,2,1.0,1.0,228.0,2,29,4.94,4.96,4.97,4.98,4.98,4.9,4.87,0,1,1.0,0.0,False,False,1,1,1,1,1,1,1,0,1,1,28,Apartment,1,1
4954584,1,12,31,The Port,42.36715,-71.09655,Entire rental unit,5,2.0,3.0,311.0,30,270,4.85,4.93,4.88,4.82,4.92,4.79,4.63,0,10,2.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,38,Apartment,1,1
4956321,1,1,1,Agassiz,42.38563,-71.11684,Entire rental unit,4,2.0,3.0,176.0,31,1125,4.93,4.99,4.98,4.97,4.98,4.97,4.84,0,1,1.0,0.0,False,False,1,1,1,0,0,1,0,0,0,0,11,Apartment,1,1
5020782,1,2,12,Mid-Cambridge,42.37094,-71.11306,Entire rental unit,4,2.0,2.0,361.0,30,730,4.45,4.59,4.52,4.66,4.69,4.97,4.41,0,2,1.0,0.0,False,False,1,1,1,1,1,1,0,1,1,0,29,Apartment,1,1
5045782,1,1,1,Agassiz,42.3839,-71.11932,Private room in home,1,1.0,1.0,57.0,3,25,4.83,4.92,4.73,4.95,4.96,4.94,4.86,0,1,1.0,0.0,False,True,1,0,1,1,0,1,0,0,1,1,11,House,0,1
5171738,1,2,12,Mid-Cambridge,42.373089,-71.114189,Entire rental unit,4,2.0,2.0,445.0,30,1124,4.6,4.62,4.62,4.87,4.89,4.96,4.42,0,2,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,55,Apartment,1,1
5666988,1,1,3,West Cambridge,42.37456,-71.1334,Entire home,5,3.0,3.0,456.0,30,1125,4.95,4.97,4.82,5.0,5.0,4.95,4.66,0,1,2.5,0.0,False,False,1,1,1,1,0,1,0,1,0,0,18,House,0,1
5705842,1,12,31,The Port,42.36705,-71.0966,Entire rental unit,5,2.0,3.0,395.0,30,360,4.85,4.96,4.87,4.87,4.88,4.88,4.67,0,10,2.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,41,Apartment,1,1
5791244,1,1,2,West Cambridge,42.38308,-71.13517,Entire guest suite,2,1.0,1.0,200.0,3,30,4.92,4.94,4.93,4.98,4.98,4.88,4.84,0,1,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,41,Other_Unique,1,1
5811422,0,9,19,The Port,42.37067,-71.09913,Entire rental unit,2,1.0,1.0,127.0,32,730,4.43,4.6,4.62,4.8,4.88,4.84,4.45,0,6,1.0,0.0,False,False,1,1,1,1,1,1,0,1,0,1,17,Apartment,0,1
5857136,0,2,2,Neighborhood Nine,42.3849,-71.1304,Entire rental unit,4,2.0,3.0,350.0,2,1125,4.86,4.92,4.92,4.96,4.95,4.85,4.7,0,2,1.0,0.0,False,False,1,1,1,0,1,1,0,1,0,1,22,Apartment,1,1
6106691,1,4,6,West Cambridge,42.38085,-71.13546,Entire home,6,2.0,2.0,281.0,30,365,4.71,4.69,4.77,4.93,4.94,4.89,4.55,0,2,1.0,0.0,False,False,1,1,1,1,1,1,0,1,1,1,56,House,1,1
6185544,1,22,26,North Cambridge,42.3965,-71.1367,Entire home,5,3.0,3.0,194.0,1,1125,4.92,4.9,4.94,4.94,4.98,4.9,4.77,0,7,2.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,69,House,1,1
6185571,1,22,26,North Cambridge,42.39671,-71.13664,Private room in home,1,1.0,1.0,81.0,1,1125,4.95,4.93,4.99,4.97,4.97,4.86,4.87,0,7,1.0,0.0,False,True,1,1,1,1,1,1,1,0,1,1,48,House,1,1
6261046,1,1,1,Mid-Cambridge,42.370338599238416,-71.10498960027722,Entire rental unit,5,2.0,3.0,247.0,2,28,4.91,4.95,4.92,5.0,4.98,4.97,4.8,0,1,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,62,Apartment,1,1
6363476,1,1,1,Agassiz,42.38411,-71.11523,Entire rental unit,5,2.0,3.0,420.0,4,27,4.97,4.99,4.98,5.0,4.98,4.96,4.84,1,1,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,47,Apartment,1,1
6374780,0,1,3,North Cambridge,42.39525,-71.12717,Entire rental unit,4,2.0,2.0,185.0,120,1125,5.0,5.0,5.0,5.0,4.8,5.0,4.8,0,1,1.0,0.0,False,False,1,1,1,0,0,1,0,1,0,0,12,Apartment,0,1
6599485,0,1,3,Neighborhood Nine,42.38461,-71.135,Private room in rental unit,2,1.0,1.0,67.0,1,120,4.64,4.73,4.45,4.96,4.94,4.87,4.69,0,1,1.0,1.0,False,True,1,1,1,1,1,1,1,1,1,1,48,Apartment,0,1
6761641,0,1,2,West Cambridge,42.37921,-71.12535,Entire condo,3,2.0,2.0,255.0,91,1125,4.0,4.0,3.5,5.0,5.0,4.0,4.0,0,1,1.0,0.0,False,False,1,1,0,1,1,1,1,1,0,1,29,Apartment,0,1
6847242,1,2,2,Neighborhood Nine,42.38469,-71.12199,Private room in home,1,1.0,1.0,134.0,2,100,4.98,4.98,4.95,4.97,4.98,4.98,4.92,0,2,1.0,1.0,False,True,1,1,1,1,1,1,1,1,1,1,35,House,1,1
6947733,1,2,2,Neighborhood Nine,42.38321,-71.12094,Private room in home,1,1.0,1.0,110.0,2,100,4.98,4.98,4.97,4.99,4.99,4.96,4.91,0,2,1.0,1.0,False,True,1,1,1,1,1,0,0,0,1,1,31,House,1,1
7007117,1,22,26,North Cambridge,42.39479,-71.13499,Private room in rental unit,1,1.0,1.0,83.0,1,730,4.92,4.91,4.98,4.96,4.93,4.92,4.86,0,7,1.0,1.0,False,True,1,1,1,1,1,1,1,1,1,1,50,Apartment,1,1
7080737,1,5,18,Mid-Cambridge,42.37114,-71.11399,Private room in rental unit,1,1.0,1.0,259.0,30,730,4.85,4.76,4.97,4.88,4.97,5.0,4.65,0,4,1.0,1.0,False,True,1,1,1,1,1,1,1,1,1,1,42,Apartment,1,1
7094503,1,2,2,Mid-Cambridge,42.37283,-71.10458,Private room in rental unit,1,1.0,1.0,104.0,2,7,4.94,4.94,4.94,4.95,4.97,4.92,4.82,0,1,1.0,1.0,False,True,1,1,1,1,1,1,1,0,1,1,25,Apartment,0,1
7401198,0,2,2,Cambridgeport,42.35647,-71.10564,Private room in home,2,1.0,1.0,113.0,2,1125,4.94,4.96,4.94,4.99,5.0,4.89,4.9,0,1,1.0,0.0,False,True,1,1,1,1,1,1,1,0,1,0,19,House,0,1
7729257,0,2,2,Mid-Cambridge,42.3751,-71.1059,Entire rental unit,2,1.0,1.0,150.0,31,125,4.81,4.9,4.85,4.87,4.93,4.91,4.61,0,2,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,33,Apartment,0,1
7774831,0,9,19,The Port,42.36898,-71.09753,Private room in home,1,1.0,1.0,60.0,32,1125,4.67,4.83,4.67,5.0,5.0,5.0,4.82,0,6,2.0,1.0,False,True,1,1,1,0,1,1,0,1,0,1,22,House,1,1
7872594,1,6,8,Mid-Cambridge,42.37346,-71.10526,Entire guest suite,2,1.0,1.0,135.0,90,1124,4.81,4.95,4.86,4.98,4.91,4.88,4.77,0,5,1.0,0.0,False,False,1,1,1,1,1,1,1,1,0,1,31,Other_Unique,0,1
7881324,1,6,8,Mid-Cambridge,42.37464,-71.10695,Entire guest suite,2,1.0,1.0,122.0,90,368,4.94,4.97,4.86,4.94,4.92,4.91,4.74,0,5,1.0,0.0,False,False,1,1,1,1,1,1,0,1,0,1,25,Other_Unique,1,1
7883909,1,6,8,Mid-Cambridge,42.37544,-71.10703,Entire guest suite,2,0.0,1.0,126.0,90,365,4.89,4.97,4.97,4.89,5.0,5.0,4.71,0,5,1.0,0.0,False,False,1,1,1,1,1,1,0,1,0,1,24,Other_Unique,1,1
7884541,1,6,8,Mid-Cambridge,42.37461,-71.10693,Entire home,2,0.0,2.0,143.0,100,700,4.96,4.96,4.96,4.96,5.0,4.96,4.77,0,5,1.0,0.0,False,False,1,1,1,1,1,1,1,1,0,1,32,House,1,1
7886699,1,6,8,Mid-Cambridge,42.37526,-71.1066,Entire guest suite,2,0.0,1.0,129.0,90,1124,5.0,5.0,4.98,4.95,4.98,4.95,4.95,0,5,1.0,0.0,False,False,1,1,1,1,1,1,0,1,1,1,27,Other_Unique,1,1
8053796,0,6,6,Riverside,42.36398,-71.11554,Tiny home,2,0.0,1.0,122.0,91,151,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,4,1.0,0.0,False,False,1,1,1,1,1,1,0,1,1,1,30,House,0,1
8100480,0,1,1,Mid-Cambridge,42.36875,-71.10541,Entire condo,1,1.0,1.0,105.0,10,365,4.86,4.9,4.82,4.94,4.92,4.92,4.8,0,1,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,28,Apartment,0,1
8129338,1,4,4,East Cambridge,42.36958,-71.08429,Private room in rental unit,1,1.0,1.0,121.0,3,90,4.87,4.9,4.77,4.97,4.94,4.91,4.81,0,4,2.0,1.0,False,True,1,1,1,1,1,1,0,0,1,1,28,Apartment,1,1
8151702,1,12,31,The Port,42.36763,-71.09655,Entire rental unit,4,2.0,2.0,322.0,30,255,4.77,4.87,4.87,4.89,4.81,4.72,4.6,0,10,2.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,39,Apartment,1,1
8308744,1,1,1,Cambridgeport,42.36307,-71.11065,Private room in home,2,1.0,1.0,134.0,3,100,4.98,4.98,4.98,4.99,5.0,4.93,4.92,0,1,1.0,0.0,False,True,1,1,1,1,1,1,0,0,1,1,23,House,0,1
8758789,0,1,4,The Port,42.36866,-71.09876,Entire rental unit,8,3.0,9.0,322.0,1,30,4.46,4.64,4.45,4.8,4.74,4.83,4.46,0,1,1.5,0.0,False,False,1,1,1,1,1,1,1,1,0,1,41,Apartment,1,1
8988749,0,2,2,Cambridgeport,42.35844,-71.1092,Private room in rental unit,1,1.0,1.0,98.0,91,1125,4.89,4.89,5.0,4.89,5.0,4.67,4.89,0,1,1.0,0.0,False,True,1,1,1,0,0,1,0,1,0,0,10,Apartment,0,1
9109000,0,1,3,East Cambridge,42.37008,-71.0883,Private room in rental unit,2,1.0,1.0,86.0,91,1125,4.86,4.89,4.87,4.95,4.945,4.93,4.72,0,1,1.0,0.0,False,True,1,1,1,0,0,1,0,1,0,0,12,Apartment,0,0
9300963,1,2,4,North Cambridge,42.39478,-71.12946,Entire rental unit,4,2.0,3.0,177.0,28,365,4.99,5.0,4.95,4.99,5.0,4.96,4.95,0,2,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,51,Apartment,1,1
9371115,0,2,2,Agassiz,42.3783,-71.11025,Entire home,9,4.0,6.0,475.0,91,11250,4.5,5.0,4.5,5.0,4.5,5.0,4.0,0,1,3.0,0.0,False,False,1,1,1,0,1,1,0,1,1,0,17,House,0,1
9729190,1,1,2,Neighborhood Nine,42.38383,-71.12516,Private room in bed and breakfast,2,1.0,1.0,119.0,5,1125,4.83,4.92,4.68,4.94,4.91,4.95,4.83,0,1,1.0,0.0,False,True,1,1,1,1,1,1,1,0,1,1,23,Hotel_B_and_B,1,1
9790965,1,1,2,Neighborhood Nine,42.38833229906466,-71.12874932865073,Private room in home,2,1.0,1.0,99.0,1,1125,4.93,4.95,4.96,4.96,4.97,4.87,4.88,0,1,1.0,0.0,False,True,1,1,1,1,1,1,1,1,1,1,52,House,1,1
9832821,1,1,1,Agassiz,42.38555,-71.1177,Private room in home,4,2.0,3.0,207.0,3,10,4.96,4.97,4.97,4.98,4.98,4.98,4.87,0,1,1.0,0.0,False,True,1,1,1,1,1,1,1,0,1,0,45,House,1,1
10355885,1,11,13,The Port,42.36978149414063,-71.1005630493164,Entire condo,6,3.0,5.0,313.0,5,365,4.68,4.76,4.69,4.88,4.8,4.87,4.56,0,3,3.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,42,Apartment,1,1
10366230,1,11,13,The Port,42.36976,-71.09942,Entire rental unit,4,2.0,3.0,199.0,30,400,4.59,4.7,4.62,4.72,4.68,4.79,4.4,0,3,1.0,0.0,False,False,1,1,1,1,1,1,0,1,1,1,29,Apartment,0,1
10413061,1,11,13,The Port,42.37046432495117,-71.09992980957031,Entire rental unit,5,2.0,3.0,218.0,5,360,4.63,4.74,4.68,4.88,4.77,4.83,4.53,0,3,2.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,42,Apartment,1,1
10545046,1,22,26,North Cambridge,42.39656,-71.13562,Entire rental unit,5,2.0,2.0,159.0,1,1125,4.94,4.95,4.95,4.97,4.95,4.88,4.82,0,7,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,67,Apartment,1,1
10997123,0,1,2,North Cambridge,42.39425,-71.13481,Entire rental unit,3,2.0,3.0,174.0,1,365,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,1.0,0.0,False,False,1,1,1,1,1,0,1,0,1,1,48,Apartment,0,1
