host_is_superhost,neighbourhood_cleansed,latitude,longitude,accommodates,bedrooms,price,minimum_nights,maximum_nights,review_scores_rating,instant_bookable,calculated_host_listings_count,bath_qty,is_shared_bath,room_type_Hotel room,room_type_Private room,has_smoke_alarm,has_carbon_monoxide_alarm,has_wifi,has_hot_water,has_hangers,has_essentials,has_bed_linens,has_kitchen,has_hair_dryer,has_refrigerator,amenities_count,property_type_Hotel_B_and_B,property_type_House,property_type_Other_Unique,has_license,has_review,occupancy_rate
1,The Port,42.36544,-71.10104,2,1.0,176.0,2,33,4.96,1,2,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,50,0,0,0,1,1,0.3123287671232876
1,Strawberry Hill,42.37781,-71.14974,2,1.0,89.0,1,1125,4.8,0,6,1.0,1.0,False,True,1,1,1,1,1,1,0,1,1,0,23,0,0,0,1,1,0.0136986301369863
1,Strawberry Hill,42.37771,-71.15068,2,1.0,92.0,1,1125,4.91,0,6,1.0,1.0,False,True,1,1,1,1,1,1,0,1,1,1,29,0,1,0,1,1,0.0136986301369863
1,North Cambridge,42.3966,-71.13586,1,1.0,78.0,1,1125,4.93,1,7,1.0,0.0,False,True,1,1,1,1,1,1,1,0,1,1,47,0,0,1,1,1,0.536986301369863
0,Neighborhood Nine,42.38885,-71.12527,2,0.0,167.0,91,369,5.0,0,1,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,0,29,0,1,0,0,1,1.0
1,East Cambridge,42.37024,-71.08245,1,1.0,113.0,3,90,4.74,0,4,1.0,1.0,False,True,1,1,1,1,1,1,0,1,1,1,28,0,0,0,1,1,0.8246575342465754
1,Riverside,42.37009,-71.11309,2,1.0,150.0,1,29,4.78,0,4,1.0,0.0,False,True,1,1,1,1,1,1,1,0,1,0,31,0,1,0,1,1,0.8301369863013699
1,Riverside,42.37084,-71.11435,2,1.0,177.0,1,29,4.71,0,4,1.0,0.0,False,True,1,1,1,1,1,1,0,0,1,0,30,0,1,0,1,1,0.7945205479452054
0,The Port,42.37121,-71.09892,2,1.0,131.0,32,1125,4.58,0,6,1.0,0.0,False,False,1,1,1,1,1,1,1,1,0,1,21,0,0,0,0,1,0.8493150684931506
0,Mid-Cambridge,42.37267,-71.10078,2,0.0,175.0,30,31,4.97,0,1,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,40,0,0,0,0,1,0.9972602739726028
1,East Cambridge,42.36995,-71.08231,1,1.0,113.0,3,90,4.82,0,4,1.0,1.0,False,True,1,1,1,1,1,1,0,1,1,1,28,0,0,0,1,1,0.8876712328767123
1,Neighborhood Nine,42.38122,-71.12098,1,1.0,100.0,2,5,4.98,0,1,1.0,1.0,False,True,1,1,1,1,1,1,0,0,1,1,26,0,0,0,1,1,0.6712328767123288
0,Cambridgeport,42.36363,-71.1036,5,2.0,192.0,91,1125,4.72,0,1,1.0,0.0,False,False,1,1,1,0,1,1,0,1,1,0,17,0,0,0,0,1,0.7671232876712328
1,West Cambridge,42.37688,-71.14396,2,0.0,130.0,2,60,4.87,0,1,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,61,0,0,1,1,1,0.9095890410958904
1,Mid-Cambridge,42.37054,-71.11269,2,1.0,143.0,1,29,4.72,1,4,1.0,1.0,False,True,1,1,1,1,1,1,0,1,1,0,27,0,1,0,1,1,0.8273972602739726
0,The Port,42.36924,-71.09905,1,1.0,60.0,60,1125,4.57,0,6,2.0,1.0,False,True,1,1,1,0,1,1,1,1,1,1,24,0,0,0,0,1,0.6904109589041096
1,East Cambridge,42.37128,-71.08607,3,1.0,196.0,2,15,4.85,1,1,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,28,0,0,0,0,1,0.1506849315068493
1,Mid-Cambridge,42.37667,-71.11024,4,3.0,325.0,32,1125,5.0,0,1,2.0,0.0,False,False,1,1,1,0,0,1,0,1,1,0,18,0,0,0,0,1,0.8
1,Mid-Cambridge,42.37522,-71.11034,5,2.0,290.0,2,1125,4.98,0,1,2.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,60,0,1,0,1,1,0.3589041095890411
1,The Port,42.37019,-71.09931,2,1.0,192.0,3,14,4.96,0,2,1.0,0.0,False,True,1,1,1,1,1,1,1,1,1,1,43,0,1,0,1,1,0.3260273972602739
1,East Cambridge,42.367027,-71.079163,4,1.0,238.0,5,60,4.97,0,1,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,55,0,0,0,1,1,0.2821917808219178
0,Neighborhood Nine,42.38344166766204,-71.1213668958754,2,1.0,81.0,2,7,4.93,0,1,1.0,0.0,False,True,1,1,1,1,1,1,1,1,1,1,22,0,1,0,0,1,0.0684931506849315
0,Mid-Cambridge,42.37267,-71.10846,4,2.0,362.0,3,11,5.0,1,1,1.0,0.0,False,False,1,0,1,1,1,1,1,1,1,1,57,0,0,0,1,1,0.0136986301369863
0,The Port,42.36672,-71.09938,2,1.0,149.0,3,1125,4.94,0,1,1.0,0.0,False,False,1,1,1,1,1,1,1,0,1,1,23,0,0,0,1,1,0.7917808219178082
0,Riverside,42.36551,-71.10812,6,2.0,318.0,18,1125,4.5,0,83,2.0,0.0,False,False,1,1,1,0,1,1,0,1,1,0,17,0,0,0,0,1,0.2273972602739726
0,Neighborhood Nine,42.37850731590697,-71.12330363980884,4,1.0,312.0,30,500,4.85,0,2,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,53,0,0,0,1,1,0.978082191780822
0,North Cambridge,42.39568,-71.13071,1,1.0,155.0,4,90,4.93,0,1,2.0,1.0,False,True,1,1,1,1,1,1,1,1,1,1,56,0,1,0,1,1,0.7041095890410959
0,North Cambridge,42.39895,-71.13045,2,1.0,135.0,2,30,4.88,0,1,1.0,0.0,False,False,1,1,1,1,1,1,1,1,0,1,61,0,0,0,0,1,0.0246575342465753
1,Mid-Cambridge,42.36612,-71.1036,5,3.0,391.0,2,30,4.93,0,2,2.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,35,0,0,0,1,1,0.410958904109589
1,Mid-Cambridge,42.37734,-71.10705,6,2.0,341.0,3,365,4.96,0,1,2.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,62,0,0,0,1,1,0.5095890410958904
1,Riverside,42.36769,-71.10836,2,1.0,113.0,3,1125,4.9,0,23,1.0,0.0,False,True,1,1,1,1,1,1,1,0,1,0,18,0,0,0,1,1,0.1643835616438356
1,East Cambridge,42.37039,-71.08007,3,1.0,153.0,3,1125,4.89,0,1,1.0,0.0,False,True,1,1,1,1,1,1,1,0,1,0,37,0,0,1,1,1,0.6602739726027397
0,Cambridgeport,42.35702,-71.10768,2,2.0,135.0,91,1125,4.87,0,1,1.0,0.0,False,False,1,0,1,1,1,1,1,1,1,1,24,0,0,0,0,1,0.3095890410958904
0,Wellington-Harrington,42.36975,-71.09111,2,1.0,68.0,30,1125,4.8,0,2,2.0,1.0,False,True,1,1,1,1,1,1,0,1,1,1,29,0,1,0,0,1,0.3945205479452054
1,West Cambridge,42.37523,-71.12498,4,2.0,356.0,2,1125,4.93,1,1,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,70,0,1,0,1,1,0.8246575342465754
1,Cambridgeport,42.35709,-71.1093,2,1.0,112.0,21,1125,4.8,0,5,1.0,1.0,False,True,1,1,1,1,1,1,1,1,1,1,63,0,0,0,0,1,0.8191780821917808
1,Mid-Cambridge,42.36898,-71.10631,1,1.0,108.0,3,1125,4.94,0,23,1.0,0.0,False,True,1,1,1,1,1,1,1,0,1,1,21,0,0,0,1,1,0.0328767123287671
0,Wellington-Harrington,42.36962,-71.09,2,1.0,100.0,30,1125,4.83,0,1,1.0,1.0,False,True,1,1,1,1,1,1,0,1,1,1,25,0,1,0,0,1,0.9835616438356164
0,Mid-Cambridge,42.37152,-71.10035,2,1.0,129.0,80,120,5.0,0,1,1.5,0.0,False,False,1,1,1,1,1,1,1,1,1,1,46,0,0,0,1,1,0.3287671232876712
0,Wellington-Harrington,42.36801,-71.09163,2,2.0,100.0,30,1125,4.83,0,2,2.0,1.0,False,True,1,1,1,1,1,1,1,1,1,1,29,0,1,0,0,1,0.2904109589041095
1,North Cambridge,42.39419,-71.13291,2,1.0,84.0,30,60,4.92,0,3,1.0,1.0,False,True,1,1,1,1,1,1,1,0,1,0,23,0,1,0,0,1,0.9808219178082191
1,North Cambridge,42.39278,-71.12644,4,2.0,238.0,2,61,4.95,0,1,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,32,0,0,0,1,1,0.2904109589041095
1,The Port,42.36612,-71.10307,6,3.0,502.0,2,30,4.95,0,2,2.0,0.0,False,False,1,1,1,1,1,1,0,1,1,1,39,0,0,0,1,1,0.3506849315068493
0,East Cambridge,42.36238,-71.0765,6,1.0,165.0,91,1125,4.86,1,1,2.0,0.0,False,False,1,1,0,0,1,1,0,1,1,0,15,0,0,1,0,0,1.0
0,The Port,42.36732,-71.09495,10,3.0,760.0,91,1125,4.86,0,1,3.5,0.0,False,False,1,1,1,1,1,1,1,1,1,1,36,0,1,0,0,0,0.4876712328767123
1,Mid-Cambridge,42.36765,-71.1059,2,1.0,229.0,28,300,4.88,0,9,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,45,0,0,0,1,1,0.4986301369863014
1,Riverside,42.36586,-71.10985,4,1.0,227.0,2,1125,4.74,1,1,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,60,0,1,0,1,1,0.4301369863013699
1,Mid-Cambridge,42.367924,-71.105728,3,1.0,219.0,7,365,4.91,0,9,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,53,0,0,0,1,1,0.4438356164383562
1,Mid-Cambridge,42.3677,-71.10584,3,1.0,276.0,28,365,4.86,1,9,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,50,0,0,0,1,1,0.3397260273972602
0,The Port,42.36565,-71.10005,5,3.0,213.0,2,29,4.78,0,4,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,52,0,0,0,1,1,0.4958904109589041
1,Mid-Cambridge,42.37184,-71.09944,2,1.0,209.0,3,125,4.88,0,2,1.0,0.0,False,True,1,1,1,1,1,1,1,1,1,1,32,0,1,0,1,1,0.473972602739726
1,Mid-Cambridge,42.3677,-71.10584,4,1.0,215.0,28,150,4.88,0,9,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,50,0,0,0,1,1,0.4849315068493151
0,Mid-Cambridge,42.37326,-71.10666,2,1.0,71.0,1,5,4.42,1,8,1.0,1.0,False,True,1,1,1,1,1,1,1,1,1,1,31,0,1,0,0,1,0.1890410958904109
0,The Port,42.36455,-71.09764,1,2.0,82.0,1,14,4.86,0,2,1.0,1.0,False,True,1,1,1,1,1,1,1,1,1,1,43,0,0,0,1,1,0.536986301369863
0,The Port,42.3649,-71.09727,1,1.0,78.0,1,14,4.86,0,2,1.0,1.0,False,True,1,1,1,1,1,1,1,1,1,1,45,0,0,0,1,1,0.4821917808219178
1,Mid-Cambridge,42.37168,-71.10575,8,3.0,380.0,1,10,4.94,1,4,1.5,0.0,False,False,1,1,1,1,1,1,1,1,1,1,32,0,0,0,1,1,0.0465753424657534
0,Mid-Cambridge,42.37131,-71.11264,2,1.0,145.0,91,1125,5.0,0,3,1.0,0.0,False,False,1,1,1,1,1,0,0,1,1,1,32,0,0,0,0,1,0.7780821917808219
1,Riverside,42.36767959594727,-71.11394500732422,8,4.0,592.0,3,28,4.97,0,1,3.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,54,0,1,0,1,1,0.4383561643835616
1,East Cambridge,42.37082,-71.08123,2,1.0,245.0,2,21,4.98,0,1,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,62,0,0,0,0,1,0.0246575342465753
1,North Cambridge,42.39196,-71.12186,4,0.0,205.0,1,30,4.9,1,1,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,39,0,0,0,1,1,0.6219178082191781
0,Agassiz,42.38449,-71.1173,2,1.0,192.0,3,30,4.96,1,1,1.0,0.0,False,True,1,1,1,1,1,1,1,0,1,1,38,0,1,0,1,1,0.5863013698630137
1,Wellington-Harrington,42.37147,-71.08872,2,1.0,164.0,1,730,5.0,0,1,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,61,0,0,0,1,1,0.7123287671232876
1,North Cambridge,42.39448,-71.13519,2,1.0,73.0,1,120,5.0,0,7,1.0,1.0,False,True,1,1,1,0,1,1,0,1,1,0,21,0,0,0,1,1,0.1643835616438356
0,Riverside,42.36424,-71.11525,1,0.0,150.0,180,360,5.0,0,4,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,26,0,0,0,0,1,0.9205479452054794
1,Riverside,42.36725,-71.1113,6,3.0,477.0,3,30,4.94,0,1,2.5,0.0,False,False,1,1,1,1,1,1,1,1,1,1,37,0,1,0,0,1,0.0931506849315068
1,Mid-Cambridge,42.37307,-71.11215,3,1.0,270.0,3,1125,4.9,0,1,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,37,0,0,0,1,1,0.2246575342465753
1,Cambridgeport,42.36355,-71.10517,3,1.0,141.0,1,60,4.82,0,3,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,45,0,0,0,1,1,0.7068493150684931
0,Cambridgeport,42.36335,-71.10429,6,1.0,111.0,7,720,4.76,0,2,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,38,0,0,0,1,1,0.8191780821917808
1,Cambridgeport,42.36245,-71.1051,2,1.0,145.0,1,90,4.77,0,3,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,41,0,0,0,1,1,0.7671232876712328
0,North Cambridge,42.39369,-71.12508,2,1.0,161.0,1,54,4.71,1,23,1.0,0.0,False,True,0,0,1,0,1,1,0,0,0,0,9,1,0,0,1,1,0.7561643835616438
1,Cambridgeport,42.36447,-71.1039,3,1.0,100.0,28,730,4.61,0,3,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,33,0,0,0,1,1,0.7698630136986301
1,North Cambridge,42.3947,-71.13674,1,1.0,77.0,1,90,4.86,0,7,1.0,1.0,False,True,1,1,1,1,1,1,1,1,1,1,46,0,0,0,1,0,0.3013698630136986
1,Wellington-Harrington,42.37327,-71.09237,4,2.0,255.0,1,30,4.93,0,3,1.0,0.0,False,False,1,1,1,1,0,1,1,1,0,1,27,0,0,0,1,1,0.0931506849315068
0,Mid-Cambridge,42.3739,-71.10556,7,4.0,681.0,91,1125,4.86,0,1,3.0,0.0,False,False,1,0,1,0,1,1,0,1,1,0,16,0,1,0,0,0,0.9972602739726028
0,Mid-Cambridge,42.37492,-71.10432,2,1.0,75.0,1,28,4.36,0,8,1.0,1.0,False,True,1,1,1,1,1,1,1,1,1,0,23,1,0,0,0,1,0.1945205479452054
1,Cambridgeport,42.35777,-71.11307,2,1.0,120.0,1,300,4.91,0,4,1.5,1.0,False,True,1,1,1,1,1,1,1,1,1,1,40,0,0,0,1,1,0.9397260273972604
1,Neighborhood Nine,42.388,-71.13849,6,3.0,358.0,2,255,4.76,0,10,2.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,48,0,0,0,1,1,0.2438356164383561
1,Cambridgeport,42.35803,-71.11319,2,1.0,120.0,1,1125,4.9,0,4,1.5,1.0,False,True,1,1,1,1,1,1,1,1,1,1,38,0,0,0,1,1,0.873972602739726
1,Cambridgeport,42.35946,-71.11082,2,1.0,128.0,1,365,4.89,0,4,1.0,0.0,False,True,1,1,1,1,1,1,1,1,1,1,36,0,0,0,1,1,0.9095890410958904
1,North Cambridge,42.39571,-71.13064,4,1.0,167.0,3,90,4.97,1,1,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,39,0,0,0,1,1,0.2931506849315068
1,The Port,42.36738,-71.10082,4,1.0,236.0,1,1125,4.95,0,2,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,43,0,0,0,1,1,0.5095890410958904
1,Wellington-Harrington,42.37252,-71.09046,3,1.0,201.0,1,30,4.89,0,3,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,25,0,0,0,1,1,0.1424657534246575
1,Cambridgeport,42.35962,-71.11151,2,1.0,108.0,1,300,4.9,0,4,1.5,1.0,False,True,1,1,1,1,1,1,1,1,1,0,27,0,0,0,1,1,0.9178082191780822
0,North Cambridge,42.39311,-71.12854,2,1.0,89.0,1,7,4.94,0,2,1.0,1.0,False,True,1,1,1,0,1,1,0,0,1,0,18,0,1,0,0,1,0.6493150684931507
1,West Cambridge,42.38208,-71.13386,2,1.0,211.0,2,7,4.98,1,1,1.0,0.0,False,True,1,1,1,1,1,1,1,1,1,1,51,1,0,0,1,1,0.3013698630136986
1,West Cambridge,42.3828,-71.14176,3,2.0,342.0,2,7,4.88,0,1,1.0,0.0,False,False,1,1,1,0,1,1,1,0,1,1,33,0,0,0,1,1,0.4273972602739726
1,Wellington-Harrington,42.37417,-71.09767,2,1.0,191.0,3,180,4.97,0,1,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,50,0,0,0,0,1,0.6821917808219178
0,Wellington-Harrington,42.37346,-71.09048,2,1.0,87.0,1,1125,4.36,0,16,1.0,1.0,False,True,1,1,1,1,0,1,1,0,0,1,20,0,0,0,0,1,0.9726027397260274
0,Wellington-Harrington,42.37191,-71.09019,2,1.0,79.0,1,1125,4.35,0,16,1.0,1.0,False,True,1,1,1,1,0,1,1,0,0,1,17,0,0,0,0,1,0.9506849315068492
1,The Port,42.36473385075861,-71.09624255620807,4,1.0,292.0,2,90,4.97,0,1,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,61,0,0,0,1,1,0.2794520547945205
1,Riverside,42.3686,-71.11414,4,0.0,233.0,3,1125,4.94,0,2,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,54,0,0,0,1,1,0.1698630136986301
1,The Port,42.36333,-71.10008,2,1.0,120.0,2,7,5.0,1,2,1.0,1.0,False,True,1,1,1,1,1,1,1,1,1,1,48,0,1,0,1,1,0.0904109589041095
1,Neighborhood Nine,42.389305114746094,-71.126708984375,5,2.0,182.0,2,93,4.85,1,2,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,52,0,0,0,0,1,0.8191780821917808
1,Strawberry Hill,42.37511,-71.15229,2,1.0,113.0,2,1125,4.83,0,1,1.0,1.0,False,True,1,1,1,1,1,1,1,0,1,1,50,0,0,0,1,1,0.7178082191780822
0,Neighborhood Nine,42.38335,-71.13245,1,1.0,209.0,91,1125,4.86,0,4,1.0,0.0,False,False,1,0,0,1,1,1,1,1,1,1,20,0,0,0,0,0,0.284931506849315
1,Riverside,42.3686,-71.11414,5,0.0,207.0,3,1125,4.89,0,2,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,0,58,0,0,0,1,1,0.0794520547945205
0,Riverside,42.36857,-71.11022,1,1.0,90.0,365,1125,4.86,0,3,1.0,1.0,False,True,1,1,1,1,1,0,0,1,0,1,28,0,0,0,0,0,0.9808219178082191
0,West Cambridge,42.3817,-71.13248,1,2.0,243.0,91,1125,4.86,0,4,1.0,0.0,False,False,1,1,1,0,1,1,0,0,0,1,16,0,0,0,0,0,0.7863013698630137
0,Wellington-Harrington,42.37165,-71.09826,4,1.0,75.0,30,1125,4.62,1,4,1.0,1.0,False,True,1,1,1,1,1,1,1,1,1,1,36,0,0,0,0,1,0.9013698630136986
0,Wellington-Harrington,42.36935,-71.09481,2,1.0,75.0,30,1125,4.62,1,4,1.0,1.0,False,True,1,1,1,1,1,1,1,1,1,1,36,0,0,0,0,1,0.8849315068493151
0,West Cambridge,42.37589,-71.12674,2,1.0,248.0,91,213,4.83,0,1,1.0,1.0,False,True,0,0,1,0,1,1,1,1,0,0,12,0,1,0,0,1,1.0
1,East Cambridge,42.36853,-71.08233,4,1.0,213.0,2,40,4.95,1,1,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,47,0,0,0,1,1,0.4493150684931506
0,Area 2/MIT,42.362881,-71.08784,2,0.0,264.0,32,1125,5.0,1,169,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,31,0,0,0,0,1,0.7890410958904109
0,Area 2/MIT,42.362881,-71.08784,2,1.0,381.0,32,1125,5.0,1,169,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,32,0,0,0,0,1,0.284931506849315
0,Area 2/MIT,42.36288,-71.08784,2,0.0,278.0,32,1125,4.5,1,169,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,31,0,0,0,0,1,0.4904109589041096
0,Area 2/MIT,42.36288,-71.08784,2,1.0,329.0,32,1125,4.86,1,169,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,31,0,0,0,0,0,0.8465753424657534
0,Area 2/MIT,42.362881,-71.08784,4,2.0,450.0,32,1125,4.5,1,169,2.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,31,0,0,0,0,1,0.7726027397260274
0,Area 2/MIT,42.362881,-71.08784,2,0.0,255.0,32,1125,5.0,1,169,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,31,0,0,0,0,1,0.7917808219178082
0,Area 2/MIT,42.362881,-71.08784,2,1.0,323.0,32,1125,4.86,1,169,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,32,0,0,0,0,0,0.5424657534246575
1,Wellington-Harrington,42.37305,-71.09279,2,1.0,171.0,2,60,4.93,0,1,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,55,0,0,0,0,1,0.1095890410958904
1,Neighborhood Nine,42.387,-71.12251,4,1.0,175.0,2,28,4.93,0,1,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,37,0,1,0,1,1,0.2904109589041095
0,The Port,42.36614,-71.09618,2,1.0,104.0,2,1125,4.67,0,7,1.0,1.0,False,True,1,1,1,1,1,1,0,1,1,0,19,0,0,0,0,1,0.9452054794520548
1,Neighborhood Nine,42.389305114746094,-71.126708984375,2,1.0,102.0,28,730,4.86,1,2,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,39,0,0,0,0,1,0.7397260273972602
0,The Port,42.36589,-71.09646,1,1.0,91.0,2,90,4.22,0,7,1.0,1.0,False,True,1,1,1,0,1,1,0,1,1,0,19,0,0,0,1,1,0.9397260273972604
1,East Cambridge,42.37066,-71.08191,3,1.0,177.0,2,1125,4.92,0,1,1.0,0.0,False,False,1,1,1,1,1,1,0,1,1,1,30,0,0,0,1,1,0.3260273972602739
0,East Cambridge,42.36624,-71.084097,4,2.0,358.0,32,1125,4.86,1,169,2.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,34,0,0,0,0,0,0.6657534246575343
0,North Cambridge,42.39328,-71.12981,2,1.0,99.0,1,28,4.96,0,2,1.0,1.0,False,True,1,1,1,1,1,1,0,0,1,0,18,0,1,0,0,1,0.9123287671232876
0,Area 2/MIT,42.36288,-71.08784,2,0.0,267.0,32,1125,4.5,1,169,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,31,0,0,0,0,1,0.7726027397260274
0,East Cambridge,42.37048,-71.07871,8,3.0,341.0,4,1125,4.7,0,83,2.0,0.0,False,False,1,1,1,1,1,1,0,1,1,0,18,0,0,0,0,1,0.8602739726027397
0,East Cambridge,42.37086,-71.07704,8,3.0,372.0,4,1125,4.63,0,83,2.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,37,0,0,0,0,1,0.8684931506849315
0,East Cambridge,42.37051,-71.07894,7,3.0,363.0,4,1125,4.67,0,83,2.0,0.0,False,False,1,1,1,1,1,1,1,1,1,0,18,0,0,0,0,1,0.9205479452054794
0,Agassiz,42.38547,-71.1168,2,1.0,354.0,32,1125,2.0,1,169,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,29,0,0,0,0,1,0.7424657534246575
0,Area 2/MIT,42.36288,-71.08784,2,0.0,263.0,32,1125,4.86,1,169,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,31,0,0,0,0,0,0.0
0,Area 2/MIT,42.362881,-71.08784,2,1.0,311.0,32,1125,5.0,1,169,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,31,0,0,0,0,1,0.5863013698630137
1,Mid-Cambridge,42.37227,-71.11513,8,4.0,334.0,1,1125,4.75,1,3,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,62,0,1,0,1,1,0.6602739726027397
0,The Port,42.36762,-71.0956,4,2.0,248.0,91,1125,4.86,1,1,1.0,0.0,False,False,1,1,1,0,1,1,0,1,1,0,15,0,1,0,0,0,0.7397260273972602
1,Cambridgeport,42.3557,-71.11004,2,1.0,201.0,1,28,4.86,1,4,1.0,0.0,False,False,1,1,1,1,1,1,0,0,1,1,27,0,0,0,1,1,0.1780821917808219
1,Cambridgeport,42.35717,-71.11185,5,2.0,318.0,1,1125,4.9,0,4,1.0,0.0,False,False,1,1,1,1,1,1,0,1,1,1,35,0,0,0,1,1,0.4054794520547945
1,Cambridgeport,42.35771,-71.10983,3,1.0,276.0,1,28,4.91,0,4,1.0,0.0,False,False,1,1,1,1,1,1,0,1,1,1,35,0,0,0,1,1,0.1671232876712328
0,Mid-Cambridge,42.37124,-71.10991,4,2.0,305.0,30,500,5.0,0,2,1.0,0.0,False,False,1,1,1,0,1,1,0,1,1,1,30,0,0,0,1,1,0.4931506849315068
0,North Cambridge,42.39446,-71.1343,10,5.0,381.0,2,1125,4.63,0,6,2.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,57,0,0,0,0,1,0.9424657534246575
1,North Cambridge,42.39188,-71.13099,10,4.0,409.0,1,1125,4.89,0,2,2.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,51,0,0,0,1,1,0.9041095890410958
0,Mid-Cambridge,42.37025,-71.10849,4,2.0,346.0,32,1125,4.86,1,169,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,30,0,0,0,0,0,0.7726027397260274
0,Strawberry Hill,42.37703,-71.14923,2,1.0,29.0,91,1125,4.86,0,1,1.0,1.0,False,True,1,1,1,0,1,1,0,1,0,0,16,0,0,0,0,0,0.3095890410958904
0,Mid-Cambridge,42.37025,-71.10849,2,1.0,256.0,32,1125,5.0,1,169,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,31,0,0,0,0,1,0.8246575342465754
1,Riverside,42.36636734008789,-71.10938262939453,5,1.0,195.0,2,730,4.99,0,1,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,65,0,0,0,1,1,0.8273972602739726
1,Agassiz,42.38101,-71.11977,4,2.0,458.0,3,27,4.96,0,4,1.0,0.0,False,True,1,1,1,1,1,1,0,0,1,0,22,0,1,0,0,1,0.4575342465753425
1,Agassiz,42.3809,-71.11797,2,1.0,210.0,2,27,4.96,0,4,1.0,1.0,False,True,1,1,1,1,1,1,1,0,1,0,25,0,1,0,0,1,0.410958904109589
0,Mid-Cambridge,42.37259,-71.09983,6,3.0,386.0,2,1125,4.9,0,1,2.0,0.0,False,False,1,1,1,1,1,1,1,1,0,1,21,0,0,0,1,1,0.6109589041095891
0,East Cambridge,42.36683499999999,-71.08217200000001,2,1.0,366.0,32,1125,5.0,1,169,1.0,0.0,False,False,1,1,1,1,1,1,1,1,1,1,32,0,0,0,0,1,0.6657534246575343
1,Neighborhood Nine,42.38118,-71.12003,1,1.0,150.0,2,27,4.93,0,4,1.0,1.0,False,True,1,1,1,1,1,1,1,0,1,1,23,0,1,0,0,1,0.3945205479452054
1,Agassiz,42.38093,-71.11777,2,1.0,165.0,2,27,4.93,0,4,1.0,1.0,False,True,1,1,1,1,1,1,1,0,1,0,28,0,1,0,0,1,0.4136986301369863
